gene,D1_fc,D4_fc,D7_fc,D14_fc,D1_padj,D4_padj,D7_padj,D14_padj,peak_timepoint,direction,pattern
Tmem41b,0.659988154221023,-0.35733597009689,-0.298176462899375,-0.519247236113745,0.0010317202773356,0.112822658410949,0.173888169577941,0.0176477893647979,D1,up,other
Gm37255,0.593432443136217,-0.809585885569481,-1.52995721710273,-4.04460928011938,0.846982096363046,0.722027824805959,0.325521269293294,0.0292884875989101,D14,down,late_D14
Morn3,-0.445490007807405,0.350761414441989,-1.41713891490438,4.22339928917222,0.874868283534539,1.0,0.378477889902723,0.0267018091796001,D14,up,late_D14
Hdac3,0.328157540996115,0.0856051708207992,0.266395756222658,1.12426312532416,0.557913832267138,0.907180862887276,0.540735942405692,0.0035132763968147,D14,up,late_D14
Gpat3,2.96258588344546,1.3057815790075,3.32337109769261,6.98559862310356,0.0849777520561782,0.524362268131322,0.0414969411383932,0.0002617690509525,D14,up,late_D14
Angptl1,-0.0712514425528206,-2.12975405803419,-3.81973151858351,-0.303677060832254,1.0,0.319213505241763,0.0447104829426254,0.933383047390512,D7,down,other
Chil1,3.24564528537269,-0.275529373754152,0.192810255151636,1.03108063494766,0.027301360238109,0.917579050244823,0.921624562577963,0.593577615184107,D1,up,acute_D1
Smyd1,-0.800512661711336,-1.31472462334207,-3.89109749644861,1.76384177379842,0.782433314737138,0.52174174390317,0.0450543880592243,0.475822533405664,D7,down,other
D030055H07Rik,0.491441245788093,-4.48705297916195,-2.02103822327137,-3.32961538603158,0.820620946496772,8.49496486836047e-05,0.0993531051234333,0.0056709835581163,D4,down,other
Shd,-1.59033801937465,-3.93968036858012,-2.81314744692258,-2.8379158083642,0.561496147084401,0.0394826522092592,0.16615974457419,0.182071747223831,D4,down,other
Dgkh,-0.19318206911241,-2.77902434807192,-1.50056924748317,-1.86609707144733,0.912103542579055,3.56703777544472e-05,0.0454735651120637,0.0112322916213991,D4,down,other
Trpc4,0.752532075637346,-1.8808874624816,-4.2641662225494,2.88843688465035,0.67598959339621,0.114363782116062,0.0001001157811825,0.0049451043708367,D7,down,late_D14
Kcnh4,-1.84654666708641,-3.60094051181641,-3.78300023652952,-3.00645560169412,0.246369525936138,0.0055795250052346,0.0059756190501554,0.0339709506890838,D7,down,other
Abcb6,0.856543474115576,-0.232941804602981,-0.555731686552771,-1.99248821750055,0.219070102362118,0.807426341527777,0.385952572683567,0.0004731391811225,D14,down,late_D14
Ptgs2os,-0.670682795842261,-1.42409746376745,-1.13020280145317,-3.81796304051147,0.701121279660938,0.298659576709235,0.323067022849874,0.0048949294964895,D14,down,late_D14
9330111N05Rik,-3.24521828509023,-1.72302676975968,-2.31261640713574,7.30007624596591,0.39343854633157,0.678709076817182,0.451714437054905,0.0125244515030295,D14,up,late_D14
Cmpk2,2.22253595709144,1.46568856138991,1.41157241756774,1.61606893013246,0.0050353221075434,0.0831442678942208,0.0892282810826438,0.062129597163236,D1,up,acute_D1
3300005D01Rik,-1.03187855547797,1.33726684461676,-0.741183149639642,5.7818830499663,0.583725694668055,0.406176501331682,0.607513863907231,0.0006417622905871,D14,up,late_D14
9930022D16Rik,3.50063505084574,1.44376373361382,2.06308174810701,2.34223096242754,0.0202655930569993,0.409831875143882,0.146007730489896,0.114014844074827,D1,up,acute_D1
Wnk3,-3.49526340384523,-2.27032094264209,-2.44015772410284,-5.26057075610984,0.0661662938723189,0.208655722287442,0.147048837007694,0.0014486483404181,D14,down,late_D14
2210406O10Rik,1.3221721022373,-1.64413768146716,-3.22247908715472,-6.28057342900061,0.736952787250258,0.595921389657154,0.232067892403984,0.0159791092679832,D14,down,late_D14
Arid4a,-0.744547942985111,-0.886557163377159,-0.164355771100207,-0.265191787646395,0.0986927707247587,0.0328096640473907,0.738291061043375,0.64883889615617,D4,down,other
Ehd2,-2.60785051884416,-0.0608559490047082,-3.71082332844117,1.00855114659826,0.0130047326355774,0.979585122210808,0.0006163975256745,0.441130061123974,D7,down,other
Me2,0.847686428102366,1.15094791532664,0.868697372431578,0.400114485150079,0.0373600337893827,0.0020218111222421,0.0283986778733754,0.411113063285385,D4,up,subacute_D4
Zfp330,0.591073414777735,0.625851662878759,0.222503197846729,0.228291860951197,0.0698943711397606,0.0432008150885436,0.505649345009413,0.585030163223222,D4,up,subacute_D4
3300002P13Rik,-4.32345408001849,-4.84169696901086,-3.71981363319636,-2.37470442969471,0.11894020636287,0.0283627433703752,0.100266604070705,0.364947963557659,D4,down,other
Gm5086,-2.2586814504821,-0.118799397870614,0.156183793365861,-0.197951938047927,0.0002391848245145,0.923765230064951,0.850293822145638,0.865368573316345,D1,down,acute_D1
Slc7a3,0.672672142869289,-0.841248012718787,-3.82416678930323,-1.13626178412425,0.854351748112483,0.765952403471608,0.0403019590136086,0.658007804802438,D7,down,other
Kcnj9,-4.40057065544632,-5.09604741298193,-4.08677303529157,-2.89227310483055,0.000132844170689,2.00509412620214e-06,0.0004363342958839,0.0168770386238482,D4,down,other
Fastkd3,1.38179455565393,0.279803998834583,0.696465872548833,0.98569859862846,0.0015605453430376,0.670978320559241,0.139929819713768,0.0380393112033568,D1,up,acute_D1
Selplg,-3.34470434386169,-2.40434661796442,-2.32171684941274,-1.73983443195191,2.75150822110067e-12,1.44635856025001e-06,7.35730374379363e-06,0.0012101043360694,D1,down,other
Syp,-2.69993088343497,-4.61648825083711,-3.9222200594073,-2.92069891438597,0.0037566742382569,2.67374762095256e-08,9.90849303119551e-06,0.0014967537901473,D4,down,other
Prdx4,0.274904776150083,1.60007427562712,1.59046549459362,0.105704806938206,0.527838497285628,2.03583326542791e-09,8.668575645547731e-09,0.847931076041145,D4,up,D7_peak_resolve
Gm15991,0.263038925933294,-0.97001104878835,-1.2911790038922,-2.52078060286876,0.922240019543798,0.525374357238753,0.26743845452085,0.0332687806419249,D14,down,late_D14
Gucy1a2,-2.80325921870817,-2.07641942952528,-3.84979037391023,-0.548510742724528,0.133399066965878,0.245745084593067,0.0368184160379734,0.837332053477955,D7,down,other
AC109619.1,-5.31923513574979,-4.76001025072605,-7.29583823662044,-8.17627511326641,0.0130989143229339,0.0106238278925627,0.0008101601349994,9.82002357825344e-05,D14,down,other
Klrc1,-1.62700448226661,3.92462642657127,-0.610200271070816,5.09991637935752,0.446698578284409,0.0546254922683813,0.729528992868233,0.0089931395329753,D14,up,late_D14
Crip2,-3.23447331714505,-1.75701173661024,-1.93633420551299,-0.749684261230204,0.0045317210388874,0.167346987781747,0.105595666891068,0.649821493078879,D1,down,acute_D1
Lcn2,2.47942587835657,6.58179440768499,0.180986107209502,8.06590071276791,0.0666050535184283,1.10209767267572e-08,0.915548195624362,7.60379260643881e-07,D14,up,other
Emp3,2.45079294002074,3.90922597991065,2.14098172451604,1.79465952436739,0.0009386363176305,7.66363814260624e-09,0.0052497890319911,0.0238397256162884,D4,up,sustained_up
Ugt8a,-4.33999248354659,2.14327205866577,0.460304095769805,2.26551464542904,0.0061485832853278,0.12602222283909,0.772354767386308,0.124608869042068,D1,down,acute_D1
Thsd4,0.519347801250385,-1.48343695922932,-5.63793539720923,-0.745938481256803,0.919123166010569,0.617992154190003,0.0188112172104979,0.83604117526423,D7,down,other
Syne4,0.0504744517947739,-1.69974614003393,-2.69044603443776,3.71333923515781,1.0,0.282859222934858,0.0683446760875402,0.0138279924072859,D14,up,late_D14
Tmem100,-2.17868492116375,-1.59584276182679,-2.54825210181387,-1.39721213867956,2.40324566053643e-06,0.000981120378744,2.55855809166558e-08,0.0056255989556428,D7,down,other
Angptl2,5.4467869778903,4.57024508800131,3.84862711054408,-0.438769022743091,0.0006926214423881,0.0026453931868871,0.0159784701835034,0.881782412311048,D1,up,D7_peak_resolve
Gm5441,0.831819910734398,-1.78715208942333,-6.387556809538,-1.0626498480522,0.902551283283448,0.581524069080844,0.0159522339788471,0.770899923076623,D7,down,other
Tars,1.30294963921893,0.153009227387456,0.181248622064565,0.325947869506446,0.009382564748077,0.85921270081084,0.766088624852115,0.649821493078879,D1,up,acute_D1
Zcchc18,-0.793617108844695,-3.47726397966703,-2.66838580027711,-2.34996394591554,0.711837314592265,0.0052464877733157,0.0423293986218397,0.0881634440159595,D4,down,other
Gm45257,-5.8280583796511,-3.29137188083103,-1.57631367174091,-5.51974485913525,0.0441453606716124,1.0,0.574108430971315,0.0567993321847166,D1,down,acute_D1
Fat4,1.16177416164564,-2.49805975660495,-1.92625558897531,-0.519006199746057,0.305828262325425,0.0123818005049174,0.0466032028314078,0.717529118651952,D4,down,other
Nop10,1.36241949176677,0.533884151024119,0.881927047885198,-0.327636433432443,0.0445329280680656,0.528057348868771,0.185747295402971,0.737935233140942,D1,up,acute_D1
P2ry10,1.32897047158911,3.60156438357585,-0.0137089709855862,7.35442950853525,0.600927893632794,0.0505122967924619,1.0,0.0001593807283145,D14,up,late_D14
Gm14113,0.0,-3.16174978021338,-4.97236040189694,6.19500424635116,1.0,1.0,0.0935844968445019,0.0371035168150036,D14,up,late_D14
Zfp69,-2.06801219845163,-1.68904700837061,-1.69215302020795,-0.875387272331198,4.89752018764623e-07,6.66902541260044e-05,0.0001027832174632,0.0731111212327104,D1,down,other
Gm49300,-1.15171712917667,-1.66865173354314,-1.20436396904949,4.42259048228964,0.672543381505797,1.0,0.427342912005064,0.0242226153687722,D14,up,late_D14
Ipcef1,-0.412416178152085,-1.75824499141613,-1.9237108822375,-0.428995236032393,0.654491762343432,0.0018879202308394,0.0008405521239555,0.59966350524002,D7,down,other
Gm3005,-1.46057075825931,-2.54413988826178,-2.89367100887051,-4.3459992835188,0.345135216928629,0.0507132479352065,0.0227899177195543,0.0002876102544652,D14,down,late_D14
Rbm42,0.434891208968966,-0.115504966738388,0.812337042857102,-0.534216378740447,0.398040091647825,0.868194526741233,0.0465852755244588,0.244667252137324,D7,up,other
Ost4,1.39529862884983,1.35554198045951,1.84501887062394,0.102543013132447,0.0114912889219457,0.0122901691290507,0.000494358196539,0.926518869588021,D7,up,D7_peak_resolve
Gm6483,-0.471352979469456,-0.784380668304989,-1.38798816396501,-1.36271937128046,0.495698404054332,0.181739264411428,0.0110311011314479,0.0100304474071664,D7,down,late_D14
Tbx3os1,-5.07116622997575,-3.37795483932535,-3.33011718511112,2.94663025998478,0.0232587377640405,1.0,0.14547204571358,0.148534167496407,D1,down,acute_D1
Bst1,1.3928927022215,5.91534005274781,2.06485477181423,1.37834600016508,0.378509793859072,2.44017135420592e-07,0.101904655951455,0.353433181483186,D4,up,subacute_D4
Vasn,-1.10462870515196,-2.67305312844069,-1.81908628522755,-5.39803007988336,0.428719770910239,0.0102580922024063,0.114232739073104,0.0010040114856434,D14,down,other
Rpl10-ps3,1.09624102649798,1.5116251802188,1.44594435980344,0.911155707110428,0.0065335044848451,5.34738008924294e-05,0.0002014106295695,0.0301962372337144,D4,up,sustained_up
Pex6,-0.15355061636242,-1.11855987613159,-0.288308284947442,-1.58535400288824,0.870469555016541,0.0103117252579474,0.564037460276545,0.0001854258136322,D14,down,other
2700078F05Rik,0.680066170329415,-0.471442045483463,-7.52195332416376,0.539404474259136,0.880119523395555,0.90620754565652,0.0014440313553759,0.890713924713387,D7,down,other
Gm37792,-2.90564273381741,-1.38946869953722,-5.58355029033955,5.61816104004055,0.286668654898778,0.632176477030135,0.0194197949009026,0.018685507126746,D14,up,late_D14
Dhx58,0.5754958157342,1.56846403423378,0.798028777901867,-0.115925066059595,0.224050459707448,1.804395631141e-05,0.0525725477432704,0.876466020717397,D4,up,subacute_D4
Gm38009,6.2508169675653,-0.806086311827758,0.850020979195234,-1.0932457025626,0.0185096058793483,0.835036918333846,0.763503929753826,0.756015818934364,D1,up,acute_D1
Cbwd1,1.90518877963754,0.902824072218402,0.183267752110127,-0.306131339985974,0.0001928818300804,0.120401115045274,0.779188749036486,0.703207621244255,D1,up,acute_D1
Gm48717,-2.36303186225813,-5.2857575943151,-5.21064402493477,-1.28939920867233,0.346911819920235,0.0208677807545289,0.0246480410411579,0.631899463259123,D4,down,other
Osgin2,1.0525122909636,-0.0488581050242329,-0.0940352082404156,-0.39052050156897,0.0009755936322269,0.941522642097246,0.823430076406493,0.327313151913245,D1,up,acute_D1
Gm26805,6.16088375470541,-0.867074955035566,-3.02236389431457,3.43965003561992,0.0046837779087638,0.765995114690097,0.141703486815351,0.16636936712596,D1,up,acute_D1
Cmss1,1.37610629892563,0.253963681874982,0.541074813759797,2.2977848810365,0.0300446518613508,0.795391976876307,0.412107751031718,7.94514916092965e-05,D14,up,acute_D1
Cd300lb,4.03618408536719,3.81338552265885,3.10951693611577,4.05933205525666,8.89535297806543e-06,3.3203274263484e-05,0.0013068991258835,9.65304734514807e-06,D14,up,sustained_up
Ash1l,-0.723821614428256,-1.167109734272,-0.824975604992707,-0.426765781161186,0.303015922978872,0.0465600857411668,0.16405635282967,0.579079332288801,D4,down,other
Foxb1,2.26397424812042,-3.07706156328791,-6.62558704296083,0.792176463746589,0.622072431248691,0.470875421461398,0.0487250542531818,0.908436689360135,D7,down,other
H3c13,-5.88598426701512,-0.110000133352186,0.332080942748844,-6.41679308563271,0.0424417531716107,0.984255148702407,0.934387400037287,0.0222049888265362,D14,down,acute_D1
Eif1ad,1.40511906557692,0.423545332678175,0.506987911990463,0.0275877722922369,7.61321181668431e-08,0.198510864009067,0.0976308770979096,0.973092862936997,D1,up,acute_D1
Gnb4,-2.19761322817473,-0.421807647985989,-0.471401713793737,-0.872067395692194,0.0006432663507877,0.655248150237263,0.519655372272844,0.249847328874577,D1,down,acute_D1
Csmd2,-0.885106171204828,-3.28467902261323,-4.89047484583366,-1.22953099516924,0.727108056971155,0.0238492180030609,0.0012955645431728,0.508953779812205,D7,down,other
Tcea1,1.26648873838344,-0.0394052323711861,0.288864245294543,0.0630780437479018,0.0076376689579827,0.970616859912407,0.593999355501875,0.954288529981718,D1,up,acute_D1
Gm38140,-2.96250503107895,-2.69272742440146,-2.68520943120666,-1.81170254128241,0.0137423832330134,0.0270576744734081,0.0277773885339988,0.178454411493433,D1,down,other
Ndufc1,2.09098224086539,0.382305135632553,0.951628552417556,0.526737149299515,0.042888103880425,0.807575956797434,0.362471860963496,0.719718672961638,D1,up,acute_D1
Gm42858,-0.68438769189281,-1.18056493410255,-2.78448592726337,-0.15278286473779,0.70852379084828,0.398571095217821,0.0155340924426997,0.952623885418832,D7,down,other
Ttc38,-1.13094403303634,-0.213088491924512,0.144693249705994,0.62063645293243,0.0426512733959207,0.802196332325925,0.827118122370437,0.323418394032586,D1,down,acute_D1
Zfp81,0.185950846197944,-0.596054817482165,-0.621966365998091,-1.52907698044006,0.864757477243557,0.338588127898399,0.252743206714098,0.0031093110923104,D14,down,late_D14
Tpx2,0.35744589425748,1.63831725184196,1.5719117909282,1.56768218996709,0.798108565659884,0.0302796485651869,0.0397696353683908,0.0559899634853305,D4,up,D7_peak_resolve
Rps15,1.55437487065183,0.284278884116955,0.994974872784395,0.505653722981464,0.036371874598521,0.802883068198323,0.176255689281793,0.605494274413904,D1,up,acute_D1
4931431C16Rik,-2.92896976609973,-2.1173740088673,-2.81643096444205,-3.96949878404916,0.0008775685242987,0.0274146069750917,0.0018849901056026,4.2316146356709e-05,D14,down,other
Sun1,0.0306410745087436,-1.00642976506993,-0.549571489005029,-0.66785059315177,0.990496516345115,0.0212047925097858,0.226927088177568,0.175395743546444,D4,down,other
Gm6598,-1.39347828605717,-0.132798821224012,-3.2854330402483,-4.03627747897015,0.377959009406545,0.962057073379576,0.0181759092675811,0.0033929325624556,D14,down,late_D14
Gm6410,0.514525064506283,-1.43780067984915,-3.06702657089301,-0.123567017377525,0.812346147921608,0.319171181313821,0.0150685717423027,0.966117495752548,D7,down,other
Gm28035,-3.9184935611122,-1.32825380206414,-1.38783433077856,-1.30293473399917,9.7530289412008e-29,0.000240581601415,0.0001826112839971,0.0007527663556371,D1,down,other
Naa15,1.36840255188201,0.330313163817893,0.534499906228053,-0.0985129767974629,1.10793176400274e-05,0.440878335214223,0.131421537891811,0.875570143996711,D1,up,acute_D1
Itm2a,-4.91546766006908,-1.06640031312925,-3.24610144374707,-1.03256256220271,8.535646188721641e-09,0.356437800926718,0.0004507033550389,0.37612109155218,D1,down,other
M6pr,1.18776833299083,1.1107006716211,0.62427690704365,0.668810266391406,0.0111302242077783,0.0165800203680432,0.197436713365872,0.203872674444147,D1,up,acute_D1
Tank,1.41789449136994,0.643172657553078,1.09298688010807,1.86242732811001,0.0006371623705815,0.182806742486251,0.0123672310030366,2.72892174634336e-06,D14,up,other
4930466K18Rik,0.402182105482586,-2.44479889164374,-2.09755955913331,5.72366222539811,0.922576555792912,0.169918841230844,0.223922520096929,0.0034468465135435,D14,up,late_D14
Slc25a13,1.05681037571299,1.09764277818367,0.714513685721698,0.425116424820789,0.0098082070705457,0.006050226809789,0.0885391797388907,0.422279615772765,D4,up,acute_D1
Rpe,0.8105974589224,0.63424099973011,1.09198801408351,-0.195404779522138,0.0023873173903307,0.0195303793427262,1.8478877744778e-05,0.610734814277642,D7,up,D7_peak_resolve
Maf1,-0.720190958403277,-0.489591026120188,-0.0121107457057739,-0.506136843859205,0.0418486281395091,0.188916455538061,0.98652683030376,0.179922890627214,D1,down,other
Ap2m1,1.12547285248352,0.701324818112487,0.885981162371291,0.0589192647614812,0.0003568039113872,0.0391677691505613,0.0077135881302717,0.931835685539416,D1,up,other
Psg16,-0.347008941606652,-1.32151993858126,-5.84483851878802,0.605937563604873,0.912362774187142,0.424926418284116,0.000869249452064,0.76673436080846,D7,down,other
Ppp3ca,-1.09568237525683,-2.14121114295778,-0.857681954307303,-0.469641128518527,0.126052501986498,0.0003301938644631,0.19515340779126,0.587001576066347,D4,down,other
Gm43034,-6.02844421678462,-2.03089971028709,-2.77986244904671,-6.62577148967074,0.0004043930887611,0.159984973770594,0.0496064087046617,6.74208433020795e-05,D14,down,other
Idh1,0.289729432110356,1.41181569047346,1.62119117897412,1.26923953680421,0.826852331559955,0.0426799874113869,0.0185461582959414,0.0811922450933803,D7,up,D7_peak_resolve
Dll1,1.79161548227252,-0.753618954317581,-6.76634723971726,-5.84331167171784,0.310580950675257,0.720820899757907,0.0002214387533773,0.0017450888843007,D7,down,late_D14
Gm45352,2.57434071846088,-2.16717522457674,-6.12555446765718,5.0067184896776,0.464876809658175,0.557773048077281,0.0380154898243107,0.110330507106166,D7,down,other
Inha,-5.97018284302927,-3.89353117245649,-5.76647889073847,0.633934336412089,0.0072759289769951,0.0392945772762288,0.0104034017817446,0.849050591364438,D1,down,other
Sem1,1.37601914035947,1.88787863052622,1.70682765388175,0.257990423338969,0.0198324031013343,0.0004949401030962,0.0025532521412418,0.780029791019616,D4,up,D7_peak_resolve
Eml5,0.265063752433658,-2.49105861302751,-3.35153435582775,-0.889957791165979,0.908779512100418,0.0093203232622155,0.0004278265336432,0.469920014532666,D7,down,other
Samd12,-3.53705396192544,-2.30840117768867,-1.99566682105013,-2.18484240946429,0.0026794997340266,0.0597570794856241,0.105290957113511,0.0910144407223302,D1,down,acute_D1
Cyp2j12,-0.867966597297977,2.27365138420826,-0.74264671413769,7.04753478079135,0.727108056971155,0.134045906915865,0.668916065641224,5.16016406670621e-05,D14,up,late_D14
Cxcl1,2.27620406548377,3.22208881788478,3.60888957273719,6.7615268582159,0.0006448430162628,9.26081794845467e-07,3.03765294928764e-09,3.62783927801033e-07,D14,up,sustained_up
Cit,-1.64452625004517,-2.54332722153765,-1.33060402756746,-2.15689515535252,0.149710735991205,0.0097442117925846,0.202340512033909,0.0389242786193491,D4,down,other
Insc,1.18786877530055,2.04635710866807,-5.41633484453037,-1.95401768658753,0.685972115042562,0.309137819487588,0.0132155885841803,0.449330107211953,D7,down,other
Gm5641,1.57967954514704,1.75645781824993,1.33772065296898,3.76227756315721,0.512889606128293,0.414232520979905,0.484031696254162,0.0409836267901107,D14,up,late_D14
Borcs7,-0.194288273026049,0.269851454427896,0.802918254609204,1.03483900286563,0.839251995039603,0.703847737411979,0.107545338286585,0.0411111548201144,D14,up,late_D14
Pip5k1c,-0.907456969654961,-2.01623292418753,-0.197890942179457,-0.917748833540602,0.428809735790352,0.0205856783828229,0.85921518114655,0.386843423693637,D4,down,other
Adamtsl2,-9.51230934505217,-2.7319927508968,-2.02060403052204,-0.950850216884424,1.65142125559083e-10,0.0132352222531599,0.080747940378123,0.507759618012056,D1,down,acute_D1
Ptprv,-0.939630664093998,1.8917975051426,-4.56663507230707,4.72314135312573,0.841052038407518,0.450121939222171,0.0314304765259377,0.0164838086386431,D14,up,late_D14
Mtus2,-0.708075731778253,-3.18245155783446,-2.02917294813432,-2.5194443647733,0.609634600222247,0.0002106672339097,0.0330535234213202,0.0066027963168216,D4,down,other
Pitpnm2os2,3.76270967654475,-2.11065738980048,-5.40791295547776,6.42090545018125,0.16584250002195,0.383678984583475,0.0212056123508748,0.0046147972109032,D14,up,late_D14
Gm31166,-0.999338494477696,-1.0918387274802,-1.25153389192274,6.37181472769592,0.445942850343462,0.373822343755093,0.224299345894298,2.47705485336355e-05,D14,up,late_D14
Gm45844,0.0706018585750635,-1.74024321401186,-1.09408868525932,0.439679882797317,0.978075912960612,0.0049486512120945,0.09652836413163,0.602776782180973,D4,down,other
Gm42697,-5.29306284536014,-0.0708563587794027,-4.98168817236264,6.31332552058292,0.0791837823591723,1.0,0.0815711209639925,0.0257256850470245,D14,up,late_D14
Elp5,1.2528370875592,0.122278604409735,0.103451499425773,0.823411693041672,0.0099324129301812,0.889871098086327,0.868891667626312,0.120645167585034,D1,up,acute_D1
Ppp1r36,1.56192575122925,-1.84685097371846,-4.89711489590235,6.84506493822922,0.640170667841043,0.247303308026481,0.0038066647587133,1.81342558707111e-05,D14,up,late_D14
Vat1,2.43856748393059,3.22532334732541,2.99578804830802,2.1562828494372,0.0783237070096654,0.0097884668133519,0.0204301081927113,0.120593808399466,D4,up,D7_peak_resolve
Usf3,-0.295627873812692,-0.902742887860025,-0.960284383152716,0.560524802224509,0.644781000927544,0.0323340476714581,0.022450226983151,0.242719569125678,D7,down,other
Trmt5,1.20115130306826,0.649185237206392,0.0133520041725727,0.452614925048861,0.0057287339020041,0.183327108578479,0.98912614188751,0.406775839023004,D1,up,acute_D1
Gm42595,1.30912531489409,-0.708982033182708,-0.78769913765501,2.49212979970368,0.246488996417535,0.602252079599039,0.448278976099576,0.0122102003287108,D14,up,late_D14
Gm44573,-1.03065465834428,-2.03015108394038,-5.13260792436168,-1.37116186541499,0.537805617507536,0.177130717811318,0.0031656819607396,0.390042902284393,D7,down,other
Tnip2,0.745113170512604,0.539496052812609,-0.205836996787904,1.22539704450568,0.10500112482015,0.259845461097023,0.671984342342787,0.0027152383570745,D14,up,late_D14
Psma2,1.74033197533398,1.45664633145886,0.815209765660675,0.16731695741713,0.00827502770435,0.029593829558813,0.238634943855833,0.894141145939432,D1,up,acute_D1
Zbtb42,4.22451329300873,1.11832619940031,0.210327177177491,3.56710634036025,9.99432098846783e-07,0.291817295293572,0.85947544966937,0.0002096456587155,D1,up,acute_D1
Ptger4,3.19629188396667,3.74931311989986,2.90581792601789,5.05310825337916,1.133755547668e-06,4.50110200849939e-09,2.01684653076337e-05,1.67203436171064e-14,D14,up,sustained_up
Mmd2,-3.04160531595227,-3.05321783980564,-1.43427251854265,-2.8225103408319,0.0122785470350573,0.0093774462824765,0.253231135939718,0.0213917418678904,D4,down,acute_D1
Cspg4,1.6845497789893,2.1752957775658,0.69023162687724,0.302915161437177,0.0323517814414339,0.0027246495888574,0.400588540463462,0.809348023676193,D4,up,acute_D1
Adcy6,0.319490461117151,-2.20942294925945,-4.4741948528753,-1.21494968301885,0.819478474987579,0.0016654419736833,2.33769173772116e-08,0.144803862398255,D7,down,other
Sec13,1.29563873143746,1.07782184505186,0.498096864767584,0.0918966022080643,6.18105418260066e-05,0.0011396925541137,0.168908413488843,0.889741276878896,D1,up,acute_D1
6720489N17Rik,1.3877902769276,-0.115932547799667,0.368171425303998,-4.50201487013627,0.0133672223745858,0.910087843609861,0.544067516168083,3.46427117084598e-13,D14,down,acute_D1
Ears2,0.707269489067464,0.175393909078202,0.251585541201605,2.8342131197986,0.437463435591474,0.888614764228597,0.764946660217605,2.84519814544695e-05,D14,up,late_D14
Ptrhd1,0.879509429943544,0.767716822206393,0.787966698650785,0.971022434856473,0.0572828882118425,0.090482118979997,0.0743923805204078,0.0297014872141881,D14,up,other
Enah,-1.84688407542908,-2.23221484131559,-3.28077191603707,-1.21346926804447,0.254057664418345,0.12149851761082,0.0158785530717737,0.474971242801616,D7,down,other
Gpi1,1.31030717581493,0.500637582312961,0.758068292985049,0.799681381324384,0.0017620404166798,0.331330457953117,0.0906341108607362,0.085774350812978,D1,up,acute_D1
Klre1,3.76622340947824,1.89325893043389,-0.772420673224274,5.63634537152381,0.0994917066615394,0.451316283926594,0.735811763384579,0.0150976997196287,D14,up,late_D14
Sept9,1.34396455418251,1.00437949997087,2.39096657182232,0.915412219699693,0.124018938603706,0.260003675590732,0.0016205835135631,0.321539960454326,D7,up,D7_peak_resolve
Txnip,-1.53224271501887,-2.10615836838892,-1.71559044084557,-1.45761694624546,0.0466940368741659,0.0025811926096857,0.0200922380857764,0.0580763474702505,D4,down,other
Prkar1b,-1.0277908114857,-3.44913383837429,-1.37467081913207,-1.84342259492346,0.381441235985362,3.90096045741246e-05,0.147174483094765,0.0564432981976725,D4,down,other
Igip,-0.476424939524831,-2.4496909979776,-1.13156846326385,-1.91393242356945,0.712685548532212,0.0007481496204564,0.15607390400814,0.0151481101973677,D4,down,other
Gatc,-0.360266981487701,-0.671713097973503,-0.187609148923173,-0.377009717316458,0.213889518662295,0.0050239006379579,0.490508360165802,0.177258104714932,D4,down,other
Nubp2,0.782513343556396,0.893227973681387,0.978104061883651,-0.187571584515698,0.0994917066615394,0.0433353785571993,0.0259742966434325,0.788427103633412,D7,up,other
Ildr1,-0.597245826145635,-1.61125761807507,-1.79291479418494,0.0424286213539953,0.579941829403913,0.0333185178574102,0.0165766422180838,0.9883229621349,D7,down,other
Gm5509,0.808490222649858,-0.366492325600217,-2.22707440154076,5.55738708815927,0.830529353742473,1.0,0.372586815093634,0.0161302696210787,D14,up,late_D14
Gm45351,0.547124673307033,-0.357881279239835,-2.35750274386666,6.91503418455259,0.788994945571547,0.850670844395282,0.0404897609105897,1.27229215556048e-05,D14,up,late_D14
Pnpla8,-0.501630762614605,-1.25860031203695,-0.389197276259136,-0.364002865466466,0.55937151108927,0.0378140404693566,0.560357958779939,0.673079170229327,D4,down,other
Cadm4,-4.12984468975904,-2.45210857531752,-2.16290816245442,-1.41778165839971,0.0065833511900839,0.0826096066623489,0.138214458877498,0.388954948077322,D1,down,acute_D1
Fam135b,1.9125896324491,-2.60442150850998,-7.69453311939664,0.665049811470273,0.455908205309103,0.228907674715417,0.0005003448993514,0.83940622125999,D7,down,other
Cd3g,1.3669805137232,3.47431892581572,-1.1922333632204,6.02564239376387,0.431701445168504,0.0035789349404727,0.290583761441396,2.43939453816952e-06,D14,up,other
Ccdc141,-2.82976335475227,-1.53184588062136,-2.90140556101504,-0.525153259078523,0.0041909026694884,0.162392181233188,0.0031135938087054,0.723722756045496,D7,down,other
Gm38335,3.21730050374569,5.77876419136314,1.98994520299546,6.96920521076771,0.0763057684523216,0.000748902989841,0.166931380522826,7.27541214823153e-05,D14,up,other
Cd63-ps,2.27256570709623,2.40382507078029,1.25027307015498,1.34993967933326,0.0586327788779342,0.0225015214432147,0.283381509601523,0.305299794269253,D4,up,subacute_D4
Gm13647,4.05435365099413,2.58564076684991,2.53189920208762,5.53770273628381,0.0388949281806047,1.0,0.100693590777131,0.0016126012203016,D14,up,acute_D1
