Gene_Set,Gene,D1_log2FC,D1_padj,D4_log2FC,D4_padj,D7_log2FC,D7_padj,D14_log2FC,D14_padj,peak_timepoint,peak_log2FC
IL-6 Pathway,Stat3,0.128857967777439,0.944383062322997,0.48240438998833,0.62072174953312,0.472243680478406,0.54557993669708,0.703527740080725,0.414485824199174,D14,0.703527740080725
IL-6 Pathway,Socs1,-0.44704721069336,0.700948084534326,0.41671293316593,0.687625513690459,-0.468588089165524,0.555993980724395,-1.9157073843664,0.0091382134132768,D14,-1.9157073843664
IL-6 Pathway,Socs3,0.827008938478638,0.467308039016253,1.42548420710011,0.114819282568504,0.0496278413557102,0.97224694228329,0.814569762179346,0.438178804497783,D4,1.42548420710011
IL-6 Pathway,Nfkb1,-1.589947995021,0.0035942905987402,-0.828031313415333,0.18132048229469,-0.851881751329098,0.140957636364873,0.524556567286206,0.455347040332806,D1,-1.589947995021
IL-6 Pathway,Rela,-0.329851455747871,0.856424161988398,-0.29430185999197,0.844067298571281,-0.195617647284621,0.863109836997027,-0.116993147005806,0.954288529981718,D1,-0.329851455747871
Acute Phase/Liver Axis,Hp,3.07967130139736,0.0524715345069767,5.27321085754876,0.0002852864081442,4.17173684814606,0.0043448341535936,1.86210749023842,0.297758719933621,D4,5.27321085754876
Acute Phase/Liver Axis,Crp,-4.13220478077784,1.0,1.04368870289496,1.0,-3.23230489355105,1.0,2.90760109626392,1.0,D1,-4.13220478077784
Acute Phase/Liver Axis,Saa1,-0.610871432413817,0.933968097499499,-2.40490266025164,0.497817034846477,2.00191078764092,0.417251434287148,-0.650532556664787,0.909155727426328,D4,-2.40490266025164
Acute Phase/Liver Axis,Saa3,4.45627228946727,0.0133190747561695,6.44412717869943,0.0001297721281716,0.637325535040637,0.768192976338036,6.77018773610956,0.0006630826376767,D14,6.77018773610956
Acute Phase/Liver Axis,Orm1,3.83244574372246,0.217202866669055,3.26610114190399,0.291034316626083,3.41698933884387,0.145967632457041,3.62355219487041,0.229992558949724,D1,3.83244574372246
