gene,TBI_mean,Sham_mean,log2FC
Cds1,0.10387601,0.13500483,-0.3486372
Nudt9,0.11059015,0.08636791,0.32348734
Gm10047,0.0026983514,0.0,0.34464118
Cdc7,0.01833801,0.007273171,0.7142055
A830010M20Rik,0.019376924,0.01088553,0.49217945
Dr1,0.048795868,0.042475354,0.16407476
Vmn2r15,0.010147418,0.0037417482,0.5520294
Ep400,0.13020547,0.13310967,-0.02957862
2900026A02Rik,0.022977723,0.021306256,0.075040855
Sgsm1,0.017716423,0.007171366,0.69073623
Iscu,0.14017896,0.09033275,0.5818903
Svop,0.0070832195,0.007138774,-0.0046838894
2610524H06Rik,0.0072606076,0.0043188212,0.26957044
Sppl3,0.12513095,0.1486352,-0.23135467
Unc119b,0.046563596,0.02082697,0.87568074
Cox6a1,0.8507236,0.5877685,0.5259632
Coq5,0.047309257,0.046597425,0.018031701
Rplp0,1.4174021,1.0084045,0.48708117
Gcn1l1,0.044998668,0.04680104,-0.046520825
Rab35,0.103165366,0.09622244,0.091344014
Suds3,0.1164405,0.09175401,0.313373
Gm15800,0.064041875,0.06675939,-0.05200188
Acad10,0.011246664,0.011262301,-0.0010613513
Ift81,0.018506443,0.017586442,0.04732864
Rhof,0.007854678,0.004216653,0.32872027
Diablo,0.08813691,0.06589642,0.37076405
Rsrc2,0.33764273,0.35830748,-0.08330529
Denr,0.23921017,0.17122103,0.4596126
Mphosph9,0.04408177,0.042187523,0.05143732
Setd8,0.063828394,0.041434284,0.5214454
Rilpl2,0.068783835,0.0550835,0.2756079
Gtf2h3,0.01166643,0.0115948925,0.004771327
Ccdc92,0.014830178,0.0040083756,0.82580495
Bri3bp,0.04288361,0.036151502,0.19644304
Rimbp2,0.013367754,0.017518573,-0.23588648
Ran,0.3595194,0.23284028,0.60564226
Mmp17,0.0046987166,0.007135294,-0.22128086
Mrps17,0.11924356,0.09762509,0.264078
Gbas,0.07589921,0.07916133,-0.053773258
Vkorc1l1,0.037975587,0.027674053,0.3487291
Crcp,0.054589156,0.056411617,-0.040143594
Rabgef1,0.13378331,0.119569674,0.1501681
Tmem248,0.078964174,0.059217684,0.36208388
Gatsl2,0.035325903,0.03514124,0.0058897184
Clip2,0.07815482,0.07452927,0.060588416
Stx1a,0.020872585,0.020444252,0.020156443
Dnajc30,0.043499663,0.039167237,0.12183243
Rasa4,0.1030153,0.100408465,0.033667315
Cux1,0.30549958,0.19306596,0.6356897
4731417B20Rik,0.0,0.0,0.0
Znhit1,0.09416313,0.067921825,0.41874528
Vgf,0.015642243,0.0030902806,0.9700264
A630081J09Rik,0.0033664755,0.0018960009,0.16814245
Srrt,0.16903526,0.14447996,0.21282408
Pop7,0.041908935,0.040596828,0.036935885
Nyap1,0.00082478643,0.002054082,-0.15518326
Adap1,0.03141669,0.03023374,0.041806515
Ttyh3,0.12200748,0.11894383,0.033876985
Foxk1,0.033581853,0.066532284,-0.8123409
Wipi2,0.06755708,0.053055905,0.298627
Fbxl18,0.031154491,0.022877978,0.32392818
Rnf216,0.44375736,0.516664,-0.21496189
Gm20635,0.0046745874,0.0025728415,0.22300917
D130017N08Rik,0.0034911176,0.0020182368,0.16678461
Eif2ak1,0.07335784,0.054875147,0.36165202
Tmem130,0.02839044,0.019416252,0.38413358
Trrap,0.050629813,0.044394165,0.15657552
Smurf1,0.070442714,0.06933349,0.020031616
Atp5j2,0.4083591,0.2810202,0.52362263
Polr1d,0.19831544,0.14927396,0.38725927
Gm15721,0.0,0.0,0.0
Hmgb1,0.28417394,0.20694752,0.43932328
Medag,0.0030899318,0.002109627,0.11230316
Hsph1,0.06398745,0.06128492,0.053683646
Stard13,0.01972216,0.005279569,0.95993507
Asns,0.009975072,0.0062441323,0.29828203
Gm9825,0.057248782,0.028829494,0.79235524
Rpa3,0.05360212,0.0386221,0.3874626
Ica1,0.015556837,0.018440824,-0.15425403
Capza2,0.878552,0.7585536,0.20931026
Zfp800,0.07690148,0.06629058,0.18787578
Arf5,0.21509296,0.19633545,0.12552918
Calu,0.08728097,0.070368364,0.2755299
Ccdc136,0.028609615,0.010780346,0.89374065
Atp6v1f,0.4497296,0.33841446,0.39998102
2210408F21Rik,0.061594516,0.037824187,0.58210856
Akr1b10,0.19015878,0.21147646,-0.14600845
Bpgm,0.03755591,0.028086944,0.32032803
Agbl3,0.027035868,0.031900916,-0.17805867
Nup205,0.047928546,0.036054842,0.33092168
Ttc26,0.006949501,0.0013470408,0.57892674
Slc37a3,0.0331428,0.0152456565,0.77308476
Ndufb2,0.16309808,0.112209365,0.502235
Braf,0.41854462,0.28564,0.535604
Ephb6,0.0031008744,0.0016899845,0.16439001
Clcn1,0.0030267267,0.0,0.38147455
Tpk1,0.034411762,0.041447207,-0.21215084
Cul1,0.2729936,0.24292457,0.16206227
Pdia4,0.24269378,0.1392295,0.75985724
Atp6v0e2,0.040867522,0.023839697,0.5880282
Mpp6,0.08725495,0.08012672,0.10981679
Dfna5,0.045958195,0.035496548,0.29859248
Cycs,0.12216287,0.04800464,1.1880767
Jazf1,0.027657153,0.011338415,0.81947094
Creb5,0.12534833,0.13085675,-0.057551626
Scrn1,0.013462534,0.014816611,-0.0809472
2410066E13Rik,0.0071768193,0.002876569,0.41571468
Ggct,0.017731482,0.010309873,0.44934353
Gars,0.11511128,0.062281094,0.7915217
Adcyap1r1,0.017893214,0.029722365,-0.5100373
Ppm1k,0.039337166,0.032912426,0.20127934
Lancl2,0.008086862,0.012441621,-0.31123477
Vopp1,0.008794061,0.009942615,-0.08557791
A530053G22Rik,0.0,0.0,0.0
Chmp3,0.21330845,0.1659628,0.34376734
Reep1,0.007271253,0.0088713365,-0.12782395
Lrrtm1,0.0058779763,0.0,0.6670272
Sema4f,0.0011096447,0.0013545937,-0.031463448
Dctn1,0.038678262,0.01974224,0.7107645
Bola3,0.067892894,0.03584983,0.7645753
Sfxn5,0.046495736,0.028310128,0.5604162
Rab11fip5,0.099805824,0.07265476,0.40978482
Cct7,0.17486957,0.16005547,0.120502256
Alms1,0.015375264,0.009026913,0.4153814
Dusp11,0.1277842,0.1539164,-0.25054985
Add2,0.007737522,0.005102359,0.23203059
Fam136a,0.028209362,0.012286139,0.7777795
Pcbp1,0.2919323,0.27191058,0.09898752
Mxd1,0.024167953,0.025173355,-0.041839205
Gmcl1,0.038784392,0.043293077,-0.12752858
Nfu1,0.14406812,0.13322069,0.10532845
Arhgap25,0.22375573,0.20335582,0.13174033
Copg1,0.054307345,0.07826315,-0.45682758
Mgll,0.17110938,0.2728793,-0.6433253
Podxl2,0.016306523,0.023490457,-0.34832942
Chchd4,0.03205761,0.02142632,0.42039374
Xpc,0.056743294,0.036735788,0.5140952
Lsm3,0.08205331,0.06735519,0.25097147
Zfyve20,0.034886647,0.044703554,-0.28534824
9530026P05Rik,0.018821198,0.012013099,0.38876817
Kbtbd8,0.0049954355,0.008313257,-0.28836495
AY512915,0.022877868,0.01481606,0.4058429
Arl6ip5,0.16466162,0.12291418,0.39406753
Gm20696,0.0135564115,0.018891746,-0.29453763
Setmar,0.0034458935,0.0033629215,0.008930192
Bhlhe40,0.012241728,0.0045593884,0.611319
Arl8b,0.22751345,0.18164262,0.3095907
Srgap3,0.029586034,0.035578594,-0.20336483
Gt(ROSA)26Sor,0.035108045,0.03481633,0.009360167
Cpne9,0.007823983,0.004294346,0.3183751
Camk1,0.3387712,0.28662074,0.2336615
Jagn1,0.13400671,0.09652512,0.4349425
Prrt3,0.005097501,0.0010054463,0.45609203
Emc3,0.12999989,0.10757996,0.25178358
Brk1,0.5181816,0.45974943,0.16914268
Atg7,0.074720375,0.09205747,-0.26860088
Ift122,0.012158427,0.010227243,0.13155587
Zfand4,0.0042688283,0.005428496,-0.11273047
Dcp1b,0.029481977,0.015473168,0.6322158
Adipor2,0.096510015,0.11938949,-0.2807314
Fbxl14,0.06111027,0.059988935,0.022931086
Bid,0.074158035,0.10844378,-0.49302953
Usp5,0.07190775,0.042785,0.6338719
Gpr162,0.016480831,0.018543577,-0.10821769
Gapdh,0.16274157,0.045203697,1.6457787
Mlf2,0.24058934,0.13829646,0.75684094
Pianp,0.018323034,0.008902906,0.5833678
Zfp384,0.04255313,0.031593822,0.33740753
Mrpl51,0.09396454,0.053991117,0.700148
Efcab4b,0.012102162,0.0056889933,0.4944347
Prmt8,0.010344351,0.010976978,-0.0441786
Tead4,0.0037456928,0.0058572236,-0.20616058
Gm156,0.0,0.0022792001,-0.29621658
2700089E24Rik,0.16410922,0.14078237,0.20752482
Etv6,0.2730936,0.30520454,-0.15500917
Cdkn1b,0.103888094,0.11050935,-0.08152816
Eps8,0.03408171,0.023251,0.40678242
Strap,0.13247955,0.12538737,0.07366174
Ldhb,0.88625056,0.81524265,0.119083755
Cmas,0.08176348,0.072073095,0.16101083
Itpr2,0.30076906,0.4190513,-0.4653073
Ccdc91,0.025103686,0.036337044,-0.4005435
Mettl20,0.010431762,0.0155370105,-0.3217761
Amn1,0.029945886,0.034781303,-0.16484965
Ndufa3,0.31431818,0.2064952,0.58307487
Mboat7,0.122632764,0.0826522,0.5175401
Leng8,0.09187981,0.10595995,-0.1867585
Syt5,0.013743014,0.01587301,-0.12394475
Isoc2b,0.019850858,0.03152768,-0.47630093
Nat14,0.009643774,0.020594489,-0.6391998
Zfp865,0.045962233,0.039807077,0.16810282
U2af2,0.13405296,0.121795356,0.12829977
Zfp444,0.055713017,0.05606545,-0.007716825
Clcn4-2,0.22706202,0.18021828,0.31760857
Vmn2r53,0.010769005,0.005423614,0.4292912
Vmn2r55,0.0030663814,0.0017641677,0.1514604
Zfp324,0.0043349504,0.007996997,-0.32821923
Zbtb45,0.032924652,0.021331783,0.45417944
Chmp2a,0.26138806,0.18810585,0.45408565
Sult2a4,0.004663462,0.004269316,0.039309494
Crxos1,0.0026903653,0.0,0.3437336
Sepw1,0.32878792,0.15889993,1.0042136
Gltscr2,0.16680956,0.16928005,-0.020018669
Napa,0.18959032,0.15100971,0.309894
Tmem160,0.21128911,0.14130235,0.5484981
Ap2s1,0.1687999,0.12122722,0.44627908
Sympk,0.034599032,0.019336663,0.60430765
Zfp93,0.0036520695,0.002626725,0.11263931
Cadm4,0.033954673,0.01669119,0.71965283
Irgq,0.027597392,0.02235391,0.21669258
Xrcc1,0.04408596,0.039522756,0.12716262
Rabac1,0.3508869,0.26782453,0.3773729
Numbl,0.0175802,0.008874057,0.5472284
Pld3,0.2675088,0.18956465,0.47567725
Ttc9b,0.021544782,0.026210923,-0.1990236
Zfp60,0.026072633,0.013630447,0.61025774
Zfp780b,0.0069304174,0.014983144,-0.56133753
Eid2b,0.01625906,0.0295034,-0.5891615
Supt5,0.13612261,0.12573752,0.1063599
Rps16,0.58052766,0.33685106,0.76768833
Zfp74,0.027651858,0.029463826,-0.06780968
Sdhaf1,0.03210489,0.032327138,-0.0075950185
U2af1l4,0.0123978965,0.004060423,0.6717232
Zbtb32,0.0,0.0032431097,-0.4052419
Usf2,0.20257497,0.2016879,0.0060329027
Fam187b,0.0,0.0,0.0
Fxyd7,0.012558112,0.012598133,-0.0025572393
Fxyd1,0.021424215,0.019048141,0.11343092
Gramd1a,0.23418869,0.25015774,-0.09139015
Wtip,0.01952866,0.016097384,0.17821075
Pepd,0.15740633,0.1391671,0.16642469
Gpatch1,0.07391683,0.05559561,0.35536078
Vstm2b,0.0035676504,0.0070971777,-0.3335872
Etfb,0.17914732,0.13071537,0.42673042
1700008O03Rik,0.026103456,0.009582106,0.8826011
Emc10,0.18271388,0.1340927,0.41946328
Pold1,0.019056004,0.01463381,0.23819654
Kcnc3,0.004768042,0.0051802527,-0.03971722
Cpt1c,0.010440711,0.008250472,0.16351148
Plekha4,0.008140347,0.012342119,-0.30056405
Car11,0.02437701,0.021498129,0.12617794
Lmtk3,0.014278371,0.010972503,0.21117269
Kdelr1,0.16335456,0.1552001,0.06951123
Ccdc114,0.047285587,0.025182212,0.7033259
Uevld,0.020066785,0.013017531,0.3854376
Ptpn5,0.023804026,0.016778283,0.3361317
Htatip2,0.022798417,0.014441203,0.4243109
Slc17a6,0.004971768,0.002645892,0.2435757
Herc2,0.28711888,0.3638219,-0.3313108
A330076H08Rik,0.008408612,0.011230769,-0.20577583
Ndn,0.019571682,0.006695686,0.82474095
Klf13,0.12079385,0.16960146,-0.45750427
Adamts17,0.04669642,0.036431536,0.28815272
Lysmd4,0.0126577895,0.0029111605,0.81138843
Mef2a,1.110346,1.4059337,-0.3378094
Synm,0.005380762,0.01347046,-0.6097191
RP23-32A8.1,0.12692046,0.19872397,-0.6082582
St8sia2,0.0075926213,0.0054327585,0.18897437
Sv2b,0.03444694,0.020682905,0.534649
Klhl25,0.043759264,0.042874336,0.023945678
Crtc3,0.031126138,0.052231446,-0.59758806
Rps17,0.81208324,0.60799867,0.41168076
Adamtsl3,0.020378085,0.0058625555,0.93740577
Tyr,0.03609301,0.022064697,0.5235621
Me3,0.018497543,0.02301268,-0.21218272
l7Rn6,0.050057948,0.03737571,0.34220764
Clns1a,0.08089647,0.06655192,0.24778572
Gm9990,0.0019205988,0.0025182748,-0.07057904
Gucy2d,0.05084616,0.017253133,1.158744
Map6,0.011749558,0.013357777,-0.10291687
Rnf169,0.12808022,0.1754314,-0.42537886
Stard10,0.011788006,0.012427489,-0.041733958
Pde2a,0.060580116,0.05172541,0.19339737
Stim1,0.069009386,0.072737284,-0.06651356
Smpd1,0.053872872,0.052562945,0.029894976
Rpl27a,1.0264219,0.7219821,0.50173116
Galnt18,0.032213263,0.022572568,0.37403882
Btbd10,0.038785838,0.044513658,-0.16015537
Far1,0.08629948,0.11414185,-0.36638966
1110004F10Rik,0.16131729,0.13287897,0.26187712
Gde1,0.15850753,0.14607164,0.11060453
9030624J02Rik,0.10176347,0.104485735,-0.03471913
2610020H08Rik,0.020090457,0.016777521,0.16828358
Dcun1d3,0.02000474,0.022142265,-0.099281214
Lyrm1,0.019790338,0.017504439,0.115180045
Uqcrc2,0.16611011,0.13984542,0.23300287
Hs3st2,0.010279781,0.013690213,-0.22424917
Cog7,0.033210576,0.021845207,0.44030833
Xpo6,0.056938305,0.05622682,0.0154164145
Hirip3,0.04726092,0.018721528,0.9954184
Taok2,0.0867183,0.065611765,0.3551782
Tbc1d10b,0.04485062,0.026006509,0.6072503
Dctpp1,0.1123421,0.07352104,0.55070937
Rnf40,0.040463794,0.035891242,0.1370299
Trim72,0.0043364745,0.0029525892,0.14644982
Itgad,0.016239628,0.013858115,0.13726713
Ate1,0.07458761,0.0641695,0.18962039
Tacc2,0.019838594,0.0138689475,0.3220445
Uros,0.024307668,0.025730668,-0.05863192
Glrx3,0.15629,0.10602654,0.51924664
Jakmip3,0.0071919775,0.007501647,-0.025755228
Bnip3,0.067947194,0.05209416,0.3280395
9330101J02Rik,0.11450157,0.055059444,0.9363335
Caly,0.03292423,0.024048695,0.3341928
Fuom,0.022850608,0.010522238,0.6787321
Ptdss2,0.05510758,0.048922144,0.14401558
Rnh1,0.21096504,0.15691337,0.40471855
Slc25a22,0.040994488,0.017577127,0.8868691
Lrrc56,0.009862594,0.004709143,0.43334082
Tmem80,0.04308559,0.024863921,0.6065855
Chid1,0.02538309,0.023365475,0.084704116
Ap2a2,0.0685931,0.05998507,0.16735551
Slc22a18,0.0069498825,0.0021008784,0.48616356
Osbpl5,0.004437386,0.003579829,0.08834425
Cttn,0.003332558,0.0051224194,-0.18173537
Insr,0.060831103,0.090950415,-0.5111918
Mcoln1,0.07585953,0.06758105,0.14627407
Evi5l,0.012824499,0.015975803,-0.18658507
Ctxn1,0.05784478,0.035745844,0.5685972
Col4a2,0.011575572,0.017392283,-0.3443707
Carkd,0.12272102,0.12507327,-0.025345335
Proz,0.0055752536,0.006489357,-0.08227948
Tmco3,0.042419974,0.038422965,0.1144253
Fbxo25,0.026149767,0.027496755,-0.05277937
Dlgap2,0.049301077,0.030135207,0.5631901
Gm21092,0.08959349,0.08746957,0.031099603
Slc20a2,0.025870655,0.028061343,-0.085522346
Ikbkb,0.13115081,0.15324661,-0.20981559
Agpat6,0.069608435,0.06196234,0.14567907
Tm2d2,0.17733443,0.17012878,0.056587446
Whsc1l1,0.15028341,0.17931198,-0.24014056
Ppapdc1b,0.03773703,0.024263939,0.47841784
Ddhd2,0.06534645,0.091110736,-0.4243248
Bag4,0.02283881,0.021804245,0.04618246
Lsm1,0.057895586,0.06752968,-0.1914309
Erlin2,0.065890476,0.06365481,0.043139122
Mak16,0.09442893,0.048687,0.83140844
Purg,0.036455832,0.031857397,0.150377
Ppp2cb,0.045922928,0.035365865,0.30183274
Dctn6,0.10411441,0.08133613,0.32122335
Tmem66,0.59131163,0.5048484,0.22396515
Tnks,0.072121926,0.09324353,-0.33021203
Gm16793,0.0011863397,0.0,0.16173792
Cnot7,0.07673887,0.08254444,-0.09346763
Vps37a,0.10604215,0.08726066,0.25472057
Frg1,0.16423987,0.13226888,0.29245463
Fat1,0.016986657,0.008614248,0.53583896
4933411K20Rik,0.056073464,0.053858235,0.04919829
Acsl1,0.065545544,0.07242316,-0.12570308
Ing2,0.07100347,0.0845332,-0.2228374
Cdkn2aip,0.020451209,0.023152225,-0.122606136
Wdr17,0.017683437,0.022633873,-0.23734708
Spcs3,0.16358593,0.14591612,0.1548799
Gm4975,0.0026814751,0.0026965323,-0.0017119847
Klhl2,0.046786215,0.044520777,0.058734633
Sh2d4a,0.10025519,0.06194641,0.6158519
Ndufa13,0.2775573,0.19252844,0.50572497
Ncan,0.041285835,0.018612532,0.84191316
Armc6,0.020857086,0.0066114943,0.89342
Cope,0.25652823,0.23152626,0.1421083
Klhl26,0.010488547,0.020976922,-0.5963761
Jund,0.9588525,1.041734,-0.11842081
Pik3r2,0.062534556,0.040492963,0.52258605
Ocel1,0.019650083,0.017197419,0.124566406
Haus8,0.042673375,0.021022508,0.7637586
Abhd8,0.038268134,0.025774434,0.43214208
Mrpl34,0.11063055,0.067587644,0.6366965
Slc27a1,0.011474399,0.012975748,-0.09749405
Zfp617,0.033801217,0.027075514,0.24050444
Tpm4,0.12769598,0.059437566,0.98769826
Ap1m1,0.05296655,0.051866114,0.025436148
Gm10282,0.07873893,0.04874095,0.5952005
Tmem38a,0.012063456,0.009716702,0.16224056
Rasd2,0.0071435077,0.007618117,-0.039397456
Tmem184c,0.022408955,0.018820928,0.1692756
Dnajb1,0.16672722,0.15643393,0.08657473
Rfx1,0.03353513,0.023242906,0.38913357
Cacna1a,0.057151206,0.03174525,0.68580115
Farsa,0.068557985,0.03614279,0.76765275
Rnaseh2a,0.017685356,0.018940495,-0.063966535
Prdx2,0.19821143,0.16571921,0.2447774
Junb,1.8778386,1.7308805,0.116918184
Hook2,0.024276197,0.01982558,0.2006568
Tnpo2,0.03661953,0.040427957,-0.113289475
Vps35,0.22595514,0.18573283,0.26962695
Lonp2,0.11897294,0.11869329,0.0031314988
Rbl2,0.02278421,0.01651739,0.3060624
Rpgrip1l,0.030350693,0.03821604,-0.2569197
Mt3,0.18976356,0.13840157,0.4287871
Nup93,0.03946319,0.028302573,0.36891404
Herpud1,0.6337931,0.63294214,0.0019082607
Cx3cl1,0.033993427,0.03681909,-0.08980891
Got2,0.07752672,0.046754204,0.6249962
Bean1,0.0047633043,0.00087685307,0.44075438
Tk2,0.08923183,0.12267116,-0.41898003
Fam96b,0.11086239,0.07714364,0.47189808
D230025D16Rik,0.019644862,0.016805075,0.14527589
Tradd,0.02571004,0.020993669,0.20435621
Fbxl8,0.0066157077,0.0074811894,-0.07325566
Ranbp10,0.07774774,0.09772893,-0.29597184
Nutf2,0.03910892,0.03403923,0.15719596
Vps4a,0.06402972,0.047131836,0.3738097
Nip7,0.067568704,0.04165077,0.5866849
Cyb5b,0.076008394,0.06421866,0.2126954
Rps26-ps1,0.2318388,0.11452829,0.95757216
Dhodh,0.02118334,0.013856861,0.3863713
Gm17720,0.0018369567,0.002121497,-0.034269694
Hydin,0.0208286,0.03573833,-0.5691344
Fuk,0.015399195,0.01613332,-0.041107584
Glg1,0.190422,0.16735601,0.17639263
Gabarapl2,0.24150205,0.18888135,0.33866203
Kars,0.07699595,0.04799479,0.5850249
Terf2ip,0.03243315,0.045808766,-0.39529997
Vat1l,0.009623786,0.016921025,-0.4561299
Maf,0.70452946,1.0298153,-0.54126185
Gcsh,0.042383667,0.019225018,0.84191316
Mphosph6,0.06921032,0.041908257,0.60972446
Cotl1,0.8589994,0.6806734,0.3313515
Usp10,0.058582053,0.04799739,0.2418431
Mthfsd,0.015442964,0.017590486,-0.116904154
Map1lc3b,0.23029,0.19680128,0.21653156
Jph3,0.021516776,0.021498645,0.0008302653
Def8,0.0065307496,0.0074083926,-0.074631006
Acta1,0.03077039,0.01125146,0.9399599
Gnpat,0.07099851,0.06131875,0.18361387
Egln1,0.039687946,0.056536682,-0.42125407
Tsnax,0.08812229,0.071596056,0.26608148
Aasdhppt,0.033237003,0.036157083,-0.0942856
Dcun1d5,0.17686649,0.15078405,0.21688363
Mmp8,0.0,0.0,0.0
Ccdc82,0.041376088,0.040182035,0.03392604
Mre11a,0.041467354,0.03055881,0.34364226
5830418K08Rik,0.11235578,0.07432481,0.5370533
Slc36a4,0.033651907,0.018424634,0.618903
Zfp558,0.010214835,0.004183651,0.51118547
Gm7808,0.51861817,0.39609575,0.3804061
Zfp426,0.038837295,0.027681509,0.37412664
Mrpl4,0.09926948,0.08046982,0.27238205
Cdkn2d,0.035303608,0.017850218,0.70193726
BC018242,0.017698353,0.00648575,0.74858063
Zfp653,0.032723088,0.0375435,-0.15423222
Pigyl,0.07937496,0.058151577,0.3911236
Bbs9,0.23174699,0.27445647,-0.23470996
B3gat1,0.014357464,0.00968879,0.30698952
Nfrkb,0.03630636,0.0393944,-0.09313719
Kirrel3,0.038558584,0.041260995,-0.078135006
Srpr,0.15356761,0.12465034,0.2806694
Fam118b,0.027410774,0.033760827,-0.2261863
Pate2,0.040927213,0.032219667,0.2705216
Robo3,0.0045567392,0.0075909263,-0.2731441
Siae,0.033909664,0.033234462,0.022356806
Hspa8,0.9987002,0.75629896,0.39651832
Tbcel,0.042800806,0.047622807,-0.12608
Pou2f3,0.3240235,0.2003921,0.6668689
Rnf26,0.01376943,0.008741428,0.34287643
Hyou1,0.05568525,0.016825281,1.2919761
Rps25,1.1822188,0.8587973,0.45655745
Arcn1,0.16301635,0.105947904,0.57743174
Scn2b,0.018320303,0.015639303,0.14347959
Scn4b,0.011170431,0.0023373868,0.77901375
Sik3,0.10230831,0.10928581,-0.08695776
Zfp259,0.045077726,0.039995134,0.1396814
Ncam1,0.047287773,0.04306867,0.110367015
Acat1,0.15100567,0.09821958,0.57315
Cib2,0.05392266,0.042316657,0.28905693
Wdr61,0.0571129,0.049584415,0.17165509
Ube2q2,0.059757557,0.074353114,-0.27409178
Lingo1,0.01962514,0.011936979,0.4334571
Mpi,0.075359836,0.06688393,0.15087527
Ubl7,0.036179777,0.033041008,0.10154951
Stoml1,0.04946641,0.043190505,0.16090608
Arih1,0.35785583,0.30486608,0.22440213
Parp6,0.027915126,0.036909506,-0.30710667
Myo9a,0.24309817,0.24256858,0.0030218358
Lrrc49,0.012301194,0.01941642,-0.39950073
Map2k1,0.24452768,0.2269955,0.10296293
Megf11,0.05154218,0.032020792,0.55047244
Oaz2,0.06698921,0.043440755,0.5267158
Zfp609,0.08849599,0.094489865,-0.08522611
Ppib,0.02576331,0.008063346,0.98541504
Snx1,0.16091454,0.12932019,0.2948707
Aph1b,0.008007191,0.014168265,-0.42454073
Gtf2a2,0.11744005,0.102182835,0.18396682
Rnf111,0.12112805,0.10067213,0.24468438
Lipc,0.08282293,0.044399545,0.77088666
Polr2m,0.08222135,0.0791141,0.049447097
Tex9,0.022672016,0.019111497,0.16646653
Pygo1,0.013077693,0.0049308087,0.6282067
Pigb,0.0153138405,0.014327136,0.057359837
Rsl24d1,0.04963953,0.03373644,0.447433
Leo1,0.058415364,0.047033526,0.26251024
Tmod3,0.13244541,0.116011016,0.17685932
Scg3,0.090969644,0.06119544,0.5040649
Fbxo9,0.062473927,0.053239476,0.19663665
Filip1,0.010733382,0.013290513,-0.16778688
Senp6,0.25595808,0.24162924,0.07989929
RP24-325L16.1,0.001232037,0.008219692,-0.6978789
Hmgn3,0.032486398,0.023275647,0.35253435
Lca5,0.06840314,0.033286624,0.8569902
4922501C03Rik,0.045769233,0.03896692,0.18766196
Gm20537,0.011897648,0.00834897,0.25507683
Tmed3,0.2773878,0.17334636,0.6484271
Slc9a9,0.32147133,0.49279368,-0.6010824
1190002N15Rik,0.028208649,0.013456588,0.703906
Atr,0.063001,0.06206438,0.018629946
Rasa2,0.06988141,0.08402527,-0.23518875
Copb2,0.14353001,0.095104426,0.5466974
Faim,0.111333504,0.09738672,0.17616248
Pik3cb,0.092795976,0.12639414,-0.40799794
Mras,0.08446343,0.09453509,-0.14615946
Armc8,0.085952595,0.06767531,0.30486584
Nck1,0.0682234,0.05858119,0.18978731
Cep63,0.09654161,0.1059512,-0.12210068
Anapc13,0.16260967,0.11988156,0.41031665
Uba5,0.11140033,0.09310013,0.23572621
Abhd14a,0.026281249,0.021754915,0.19224434
Tusc2,0.04118265,0.031145219,0.31493002
Ip6k1,0.11734114,0.122343786,-0.055591855
Apeh,0.054520257,0.05310511,0.031995434
Nicn1,0.03364476,0.031179104,0.083895765
Usp19,0.08261769,0.06801994,0.24744487
Qrich1,0.13711514,0.12333194,0.1419233
Ip6k2,0.06540554,0.057336293,0.16328621
Nckipsd,0.03081402,0.023201242,0.29782766
Atrip,0.044532113,0.035292305,0.26784012
Elp6,0.011359024,0.006654001,0.35897696
Gadl1,0.6617421,0.37649673,0.79745126
Cmc1,0.08023597,0.07886524,0.022083469
Exog,0.02444089,0.017716082,0.31339914
Eif1b,0.22608423,0.17986636,0.31431744
Entpd3,0.0016022895,0.001271321,0.041752882
Ctnnb1,0.052999374,0.04150697,0.29057
Sec22c,0.010673532,0.008472021,0.16244327
Higd1a,0.07607262,0.050700095,0.5038556
Tmem158,0.009109989,0.016578628,-0.47593972
Lztfl1,0.038702793,0.02934825,0.30770487
mt-Tq,0.25783414,0.2278629,0.17120947
mt-Tl2,0.0904133,0.071544185,0.30029655
Syp,0.02768995,0.023975579,0.1496817
Gripap1,0.2111761,0.14796542,0.48558676
Kcnd1,0.042455476,0.047137883,-0.12335416
Slc35a2,0.04850236,0.040080555,0.22424431
