gene,mean_control,mean_7dpi,log2FC,pval,n_control,n_7dpi,FDR,significant
Hamp,2.2964082,0.74391925,-1.62603,1.3989582875257727e-221,1291,1366,1.0496384031305873e-217,True
Pck1,0.6225469,2.18934,1.8140757,4.9907223485737905e-216,1291,1366,1.8722694890674576e-212,True
Fgg,2.923295,1.9766215,-0.5645351,1.2578077369148102e-135,1291,1366,3.14577715002394e-132,True
Scp2,1.9968891,0.93733805,-1.0910312,2.271986095416347e-127,1291,1366,4.261677918477213e-124,True
Fga,2.2366915,1.2413489,-0.8494059,2.2148321114559403e-125,1291,1366,3.323577066450784e-122,True
Serpina1e,1.7090992,0.71644473,-1.2541919,5.617249452439462e-121,1291,1366,7.024370440275547e-118,True
Fgb,2.6848671,1.8959309,-0.5019219,1.0232649408585651e-110,1291,1366,1.0967938358945449e-107,True
G6pc,0.46752968,1.3826874,1.564141,1.9769934649572063e-102,1291,1366,1.85417274594674e-99,True
Arg1,0.6352526,1.5792938,1.3137417,3.278184166012669e-101,1291,1366,2.732912866399228e-98,True
Mat1a,1.7814497,2.690729,0.59491783,3.159467861720481e-98,1291,1366,2.370548736648877e-95,True
Tat,0.882668,1.828841,1.0509021,3.10484609407748e-94,1291,1366,2.1177872948966664e-91,True
Mug1,2.0888338,2.9134183,0.47999558,3.5650629502873767e-94,1291,1366,2.2290556096671822e-91,False
Phlda1,0.8016438,0.11333638,-2.821258,1.7108216487138596e-93,1291,1366,9.874072946384684e-91,True
Cth,0.6613909,1.5478244,1.2265416,1.0187249442981895e-91,1291,1366,5.459638040763797e-89,True
Ces3b,1.1240051,0.37599462,-1.5796094,1.9022456177086774e-80,1291,1366,9.515032579778804e-78,True
Bhmt,1.5538625,2.3009703,0.5663534,5.689771788610252e-77,1291,1366,2.66814735812142e-74,True
Slc38a4,0.6996038,1.4081659,1.0091035,2.2887598128650834e-62,1291,1366,1.010150875054513e-59,True
Nudt7,1.1966277,0.519719,-1.2030137,6.034601428946118e-61,1291,1366,2.515423028965707e-58,True
Cfh,1.959093,1.2825059,-0.6111816,2.1506128344768886e-57,1291,1366,8.492656893200051e-55,True
Cdo1,0.60422575,1.2370577,1.033631,1.8803266506052878e-54,1291,1366,7.054045429745738e-52,True
Cps1,2.3732188,2.9320292,0.30504277,2.9480266337221964e-52,1291,1366,1.0532878015627448e-49,False
Fabp1,1.2004528,0.57951945,-1.0505209,6.137305955579691e-52,1291,1366,2.093100299305201e-49,True
Cyp3a25,0.7532265,1.4096508,0.90409297,2.2811413517078867e-49,1291,1366,7.441479809506207e-47,True
Igfbp1,0.03560436,0.33438337,3.227762,2.0846564909865282e-45,1291,1366,6.517157354946634e-43,True
Keg1,0.8440057,0.32026896,-1.3976895,6.754676654147295e-45,1291,1366,2.0272135574426862e-42,True
Cyp2c38,0.28498167,0.7914953,1.473388,2.8078911424332157e-44,1291,1366,8.102925862183237e-42,True
Pah,0.6823288,1.2637361,0.88905895,1.0677942997390866e-43,1291,1366,2.9672817151638393e-41,True
Mup3,1.6034592,1.0491735,-0.6118869,5.220071901974017e-42,1291,1366,1.3987928385896802e-39,True
Stab2,3.519739,3.0606544,-0.20162214,2.068977385372908e-41,1291,1366,5.352943904294113e-39,False
Id3,0.73258716,0.28420523,-1.3657569,4.297408986216737e-41,1291,1366,1.0747819874528059e-38,True
Id2,0.68244016,0.2573379,-1.4066895,3.613722617847691e-39,1291,1366,8.746374452164912e-37,True
Egfr,2.6095126,2.136913,-0.28823987,1.9466022806242344e-38,1291,1366,4.564174034851135e-36,False
Igf1,1.6866235,1.1500523,-0.5523985,9.62832012506436e-38,1291,1366,2.189129875707815e-35,True
Slc7a2,0.6896208,1.25619,0.8650851,1.7273041887472955e-37,1291,1366,3.8117539200502816e-35,True
Gpx1,0.90239245,0.4335653,-1.0573329,4.441270802741907e-37,1291,1366,9.520815666563579e-35,True
Serpina3k,1.5889479,1.104361,-0.52481997,5.261937677879204e-37,1291,1366,1.096675511031324e-34,True
Errfi1,2.2279558,2.722418,0.28915632,1.2029703660404604e-36,1291,1366,2.4394288260544796e-34,False
Etnppl,0.12338368,0.46770722,1.9215938,2.1860106206180656e-35,1291,1366,4.316220443815091e-33,True
Mup20,0.6128815,0.22423458,-1.4501915,6.833842519872387e-35,1291,1366,1.31472616478468e-32,True
Cyp2b9,0.0408459,0.29611224,2.8548403,3.6228341186132494e-34,1291,1366,6.795531097988802e-32,True
Serpina1c,1.5784905,1.1026368,-0.5175485,4.391006979606597e-33,1291,1366,8.035542772680073e-31,True
Onecut1,0.26057664,0.04459209,-2.5441697,1.0678337047955039e-30,1291,1366,1.9076086397811108e-28,True
Abcc2,1.2318271,1.7567766,0.5120959,1.1969079049545519e-30,1291,1366,2.088465118807908e-28,True
BC023105,0.25273246,0.61614895,1.2853316,2.657882711860961e-30,1291,1366,4.532294087975634e-28,True
Gbp2b,0.15185939,0.46126243,1.6022147,3.2593033106379807e-29,1291,1366,5.4343450532703926e-27,True
Upp2,0.6706073,1.1227663,0.74343085,3.1818836736768257e-28,1291,1366,5.189928957303744e-26,True
Aacs,0.40020782,0.12493152,-1.678818,4.175720670554877e-27,1291,1366,6.6660494023772845e-25,True
Mt1,0.56999624,0.99346185,0.80140424,5.6450344840693425e-27,1291,1366,8.823894527910891e-25,True
Adk,2.335422,2.7250187,0.22257398,1.184771466963027e-26,1291,1366,1.8141510850252228e-24,False
Hgd,0.9322458,1.3925241,0.5788689,1.5797237129119572e-26,1291,1366,2.3705334035956832e-24,True
Itga8,0.3839047,0.76960593,1.0031835,1.732757924986668e-25,1291,1366,2.5491926884656806e-23,True
Gm15622,0.21299283,0.5203152,1.2881811,1.8617749033418944e-25,1291,1366,2.686326365341199e-23,True
Cers6,0.44603443,0.8402579,0.9135254,3.506953401676276e-25,1291,1366,4.964654975995679e-23,True
Cyp2c29,0.7745959,1.2092962,0.64258486,2.422629675277804e-24,1291,1366,3.366109343260993e-22,True
G0s2,0.41153315,0.15193942,-1.4369136,9.972678542582466e-24,1291,1366,1.3604546746362952e-21,True
Lpin2,0.67113906,1.0581144,0.6567334,4.496058946334444e-22,1291,1366,6.023916120419166e-20,True
Gm20649,0.1487298,0.017439427,-3.08499,4.924404319795618e-22,1291,1366,6.48207115989939e-20,True
Lrg1,0.4636893,0.19779162,-1.2287589,5.358476657325996e-22,1291,1366,6.931836268951197e-20,True
Abca6,0.4445143,0.797628,0.8433426,6.842271546916477e-22,1291,1366,8.701281935002429e-20,True
Hdac9,0.6064728,1.011286,0.7375811,7.090688925562305e-22,1291,1366,8.866906501415662e-20,True
Slco1b2,1.5362196,1.9535749,0.34671202,2.5947270517329527e-21,1291,1366,3.191514273631532e-19,False
Cyp2c54,0.39490518,0.735679,0.897401,4.5696456620479345e-21,1291,1366,5.530008290700912e-19,True
Angptl8,0.37864074,0.13407248,-1.4971217,5.093788491472668e-21,1291,1366,6.066459531987211e-19,True
C3,2.0195093,1.7200286,-0.23155971,1.5090262891599734e-20,1291,1366,1.7690975386823874e-18,False
Zeb1,1.8066678,1.4258572,-0.34148046,3.34314993955768e-20,1291,1366,3.859023691769426e-18,False
Cish,0.23118562,0.07007682,-1.720609,5.104320945046924e-20,1291,1366,5.802684856164708e-18,True
Cyp7b1,0.6424827,0.3342629,-0.94246745,6.092748225606878e-20,1291,1366,6.822968647272896e-18,True
Dpyd,2.7894247,3.0851293,0.14535847,8.626709141598733e-20,1291,1366,9.518558630796368e-18,False
C8b,0.48380655,0.22290638,-1.1176435,3.5511243862125257e-19,1291,1366,3.861461778225012e-17,True
Uox,0.79871297,1.1728573,0.5542208,4.032104647967895e-19,1291,1366,4.3218401676718734e-17,True
Slc2a2,0.19182569,0.43629977,1.1851025,4.142630371293147e-19,1291,1366,4.3777684050440114e-17,True
Pid1,1.7147598,2.1217368,0.3072229,5.047855980024753e-19,1291,1366,5.260286585850795e-17,False
Asl,0.27775845,0.5616384,1.0155485,5.932545877803364e-19,1291,1366,6.097519413857349e-17,True
Comt,1.0435318,0.70338655,-0.56901807,1.0801132102928897e-18,1291,1366,1.0951472184902098e-16,True
Hmgcs2,0.70338273,1.0590394,0.5903055,1.9835744866246512e-18,1291,1366,1.9843679164193012e-16,True
Iigp1,0.82474685,1.1938531,0.533548,2.2873550108121933e-18,1291,1366,2.25816113764788e-16,True
Gm43314,0.02503618,0.15477204,2.6232395,9.102784919509565e-18,1291,1366,8.869895487153281e-16,True
Cyp26b1,0.06756405,0.23806897,1.815524,1.5599084698988362e-17,1291,1366,1.5005119550834574e-15,True
Qsox1,0.7027609,0.4082585,-0.78340304,1.6919686070573896e-17,1291,1366,1.6069418302217209e-15,True
Saa2,1.6649218,1.3171484,-0.33801353,3.8316129721802945e-17,1291,1366,3.593574016283593e-15,False
Dock10,0.37429267,0.6639099,0.82665265,4.959955844478194e-17,1291,1366,4.594388728533319e-15,True
Got1,0.37072045,0.65477157,0.8204913,5.75296710156256e-17,1291,1366,5.263964897929742e-15,True
Ralgapa2,2.1668482,1.8120586,-0.25795543,5.855715459342543e-17,1291,1366,5.293425673668325e-15,False
Carmil1,0.2623679,0.52422965,0.9983332,8.07628930960446e-17,1291,1366,7.213856986900269e-15,True
Gfra1,0.39489487,0.6886394,0.8021244,9.464914976554398e-17,1291,1366,8.354736125775018e-15,True
Tsc22d3,0.24848948,0.49737316,1.0008534,1.183048014993984e-16,1291,1366,1.0321406112209142e-14,True
Btnl9,0.42878488,0.19244224,-1.1554154,1.5222410382070017e-16,1291,1366,1.3128016677778314e-14,True
Il6ra,0.23399206,0.4714637,1.0103767,1.7387773302980142e-16,1291,1366,1.473951826690855e-14,True
Fmo5,1.0564054,1.4274116,0.43420225,1.7483901449485018e-16,1291,1366,1.473951826690855e-14,False
Selenbp2,0.54977685,0.28774345,-0.93382424,3.251652815171285e-16,1291,1366,2.710794563581128e-14,True
Adgb,0.34387618,0.6116956,0.8307411,3.6154731720371096e-16,1291,1366,2.9809774955818057e-14,True
Alb,3.1910038,3.006956,-0.085703745,4.926013682133749e-16,1291,1366,4.017378332287991e-14,False
Prr16,1.0311012,1.3855113,0.42619666,7.397180640183535e-16,1291,1366,5.967854445515814e-14,False
Gm3734,0.02630192,0.14548455,2.4631426,9.823930019598326e-16,1291,1366,7.841377333728324e-14,True
Adgrl3,0.1032823,0.2867587,1.4723508,1.927022516319304e-15,1291,1366,1.521942098941446e-13,True
Trp53inp1,0.17247038,0.36628765,1.0861859,2.2699783363299506e-15,1291,1366,1.7741299434878772e-13,True
Adgre1,0.3701593,0.64507586,0.8011565,2.6233198262394916e-15,1291,1366,2.0291514078633923e-13,True
Ttpa,0.42344746,0.69044083,0.7052031,2.950628404254482e-15,1291,1366,2.2590372364409573e-13,True
Zbtb20,2.689665,2.8895986,0.103438936,3.2268263179369937e-15,1291,1366,2.445543218533461e-13,False
Kynu,1.5830004,1.9377553,0.29170805,3.326593334604144e-15,1291,1366,2.4959429789534895e-13,False
mt-Co1,0.55763537,0.3100868,-0.84644365,4.064160171482643e-15,1291,1366,3.0191478976865613e-13,True
Apcs,0.34505358,0.15397461,-1.1636093,4.453624346187312e-15,1291,1366,3.2760336734748434e-13,True
Alas1,0.7387615,0.45775327,-0.6904187,6.2323096820217406e-15,1291,1366,4.53990481011739e-13,True
Man2a1,1.2082671,1.5478107,0.3572634,9.536278584654146e-15,1291,1366,6.879874828909621e-13,False
Ptprb,3.113595,2.892421,-0.10630019,9.628871046247124e-15,1291,1366,6.880516139046874e-13,False
N4bp2l1,0.34762132,0.5955146,0.7764477,1.0785676113098005e-14,1291,1366,7.63442715816739e-13,True
Xbp1,0.40503678,0.19699347,-1.0395291,1.098148874165841e-14,1291,1366,7.700384114828323e-13,True
Ctsc,0.3961909,0.6629381,0.742532,1.4839939449915746e-14,1291,1366,1.030963571228869e-12,True
Hk3,0.094075136,0.25598568,1.4432083,1.7869541550544118e-14,1291,1366,1.2300474335204819e-12,True
Mt2,0.21060951,0.41167352,0.9665956,1.8738930571877678e-14,1291,1366,1.2781654189163473e-12,True
Lifr,1.5976775,1.2953607,-0.30260128,2.1418497499448243e-14,1291,1366,1.447774655300542e-12,False
Apoe,2.5929208,2.3791995,-0.124096856,3.833885452324054e-14,1291,1366,2.5604895144599623e-12,False
Tcp11l2,0.11751658,0.2673417,1.185133,3.8562616971075e-14,1291,1366,2.5604895144599623e-12,True
Gm47283,0.48287332,0.2648794,-0.86606324,5.998872602984222e-14,1291,1366,3.948205363174616e-12,True
Hsd3b5,0.17087452,0.05184885,-1.7186176,6.302660900096443e-14,1291,1366,4.112075194210748e-12,True
Fam13a,0.12644139,0.3003551,1.24754,6.737871027873802e-14,1291,1366,4.358124682942856e-12,True
Taco1,1.1589386,1.4798023,0.35257328,1.0047804616170346e-13,1291,1366,6.443476755138984e-12,False
Adipor2,1.4415293,1.1444026,-0.33297944,1.0148286482642957e-13,1291,1366,6.452762159260178e-12,False
St3gal5,0.60748667,0.89456636,0.55825955,1.0881000024797477e-13,1291,1366,6.860516234122308e-12,True
Hp,1.7959841,1.5226843,-0.23814334,1.42311298963175e-13,1291,1366,8.898013967672515e-12,False
Arhgap15,0.36767876,0.6224786,0.7594179,1.4594208889738306e-13,1291,1366,9.049615644603844e-12,True
Gpt2,0.34015644,0.57710725,0.7624671,1.792101425762592e-13,1291,1366,1.102142376843994e-11,True
Ttr,2.5401683,2.307013,-0.13889217,1.9809920861224376e-13,1291,1366,1.208405172534687e-11,False
Crebrf,0.43469304,0.6837532,0.6533579,2.2216604654455444e-13,1291,1366,1.3442837477611225e-11,True
Nfia,1.965185,2.2413118,0.1896691,2.409729087769771e-13,1291,1366,1.4464157876429272e-11,False
Glt1d1,0.49728638,0.7755506,0.64103997,2.6035311780158313e-13,1291,1366,1.5503408276708556e-11,True
Irs2,0.038080733,0.13562916,1.829814,2.8098978327016254e-13,1291,1366,1.660052239272464e-11,True
Fyb,0.63634026,0.93020475,0.5476783,2.9096795076952596e-13,1291,1366,1.705572292674807e-11,True
Ddc,0.9075367,0.6247557,-0.53859186,3.1659933071389336e-13,1291,1366,1.8414300607335982e-11,True
Acnat1,0.27473667,0.4971718,0.8554601,3.5549494125516295e-13,1291,1366,2.0517527263365287e-11,True
Hmgcs1,0.5338827,0.3013497,-0.82487583,3.791435695561456e-13,1291,1366,2.1715375590685193e-11,True
Scd1,0.37427905,0.18942605,-0.9821035,3.904081235455508e-13,1291,1366,2.2191152658805058e-11,True
Mgst1,1.6082326,1.3313707,-0.27254513,4.5048463063575383e-13,1291,1366,2.5413429952331286e-11,False
Serpina4-ps1,0.32214648,0.14209732,-1.1802702,4.917360466087033e-13,1291,1366,2.753354893809777e-11,True
Hes1,0.36178157,0.170372,-1.0859828,7.033893883338365e-13,1291,1366,3.9092819116065004e-11,True
Slco1a4,0.114661075,0.27579185,1.2654694,7.179079965478356e-13,1291,1366,3.960635072131184e-11,True
Gbp4,0.27659482,0.49425474,0.837251,8.052556441277673e-13,1291,1366,4.4100971517449915e-11,True
F5,0.49763736,0.761616,0.6138686,1.3198762319714643e-12,1291,1366,7.176109687305722e-11,True
Gm4951,1.5536855,1.8970844,0.28807244,1.4140709512970107e-12,1291,1366,7.632931185310411e-11,False
Serpina1b,1.1931416,0.90740514,-0.3949085,1.4827535089383264e-12,1291,1366,7.946499698260188e-11,False
Epsti1,0.1561283,0.33488718,1.1004499,1.5941137620833794e-12,1291,1366,8.482720253128792e-11,True
Igfbp2,0.10120302,0.24640527,1.2829413,1.7626061706919415e-12,1291,1366,9.313263449789886e-11,True
Vmp1,1.1693103,0.905151,-0.36939147,1.7915258453151626e-12,1291,1366,9.399873019160605e-11,False
Crot,0.8927,1.2000812,0.42684326,1.87124546846004e-12,1291,1366,9.749968576288666e-11,False
Arl4d,0.049968995,0.14873815,1.5717548,2.5569142850719267e-12,1291,1366,1.3230708883375632e-10,True
Ubc,0.51082146,0.29856262,-0.774585,4.4079323365998675e-12,1291,1366,2.2652545425690965e-10,True
Sox5,1.0049931,1.307386,0.3794664,4.897170955124809e-12,1291,1366,2.4949444832028616e-10,False
Pon1,0.56291205,0.8241405,0.5498996,4.921388558097074e-12,1291,1366,2.4949444832028616e-10,True
Ces3a,1.4698714,1.1876361,-0.3075737,5.021055282450943e-12,1291,1366,2.528387770753653e-10,False
Cpb2,0.61565894,0.381481,-0.6903764,5.14417056082671e-12,1291,1366,2.5731141145255205e-10,True
Idi1,0.26104146,0.119838946,-1.1225313,5.2031096024745906e-12,1291,1366,2.5853596918785997e-10,True
Clpx,0.9424001,1.2356426,0.39081353,5.390292771970228e-12,1291,1366,2.6607478071113564e-10,False
Cebpa,0.19479631,0.07828001,-1.3141491,5.532879910298387e-12,1291,1366,2.7132809128737774e-10,True
Klhl24,0.34259373,0.56249386,0.7151741,5.7052386321123e-12,1291,1366,2.779636717970038e-10,True
Tnrc6b,1.0809929,1.3654724,0.33701533,6.3662998489330254e-12,1291,1366,3.081699855906096e-10,False
Clec2d,2.0424204,1.7966803,-0.18493631,7.90604103363435e-12,1291,1366,3.802501658676829e-10,False
Gbp8,0.23629838,0.42696023,0.85321933,8.566018715782987e-12,1291,1366,4.093683976084061e-10,True
Insig1,0.7196659,0.47722995,-0.592541,8.773912972456754e-12,1291,1366,4.166498040021711e-10,True
Cxcl1,0.20912327,0.08340672,-1.3250791,9.01743370038677e-12,1291,1366,4.255207865031569e-10,True
Zfp36l1,0.9941192,0.7271577,-0.45109734,9.777472863848187e-12,1291,1366,4.5850236810908097e-10,False
Zfp385b,0.2705665,0.4747335,0.81090546,1.0043981690887799e-11,1291,1366,4.6807450078715e-10,True
Cyp2c70,1.3155506,1.0444963,-0.33283085,1.2728104139857514e-11,1291,1366,5.894997861811786e-10,False
Samhd1,0.47737113,0.7155968,0.5839351,1.2976815059000202e-11,1291,1366,5.973315545256351e-10,True
Retreg1,0.102355056,0.23295902,1.1857042,1.4474060787945721e-11,1291,1366,6.621882810485167e-10,True
Gm36264,0.60970694,0.38135234,-0.67684984,2.0337374388366856e-11,1291,1366,9.247958790055547e-10,True
Nav1,1.2516513,0.9760581,-0.3587612,2.0817048810980675e-11,1291,1366,9.409055254746265e-10,False
Tshz3,0.5784464,0.362801,-0.6728568,2.6935569821421598e-11,1291,1366,1.2101651519169235e-09,True
Slc38a2,0.98871017,1.270267,0.36147988,2.8967497866558934e-11,1291,1366,1.2937091457904266e-09,False
Lncpint,0.858442,1.1384114,0.40718815,2.9476178163976344e-11,1291,1366,1.3086376613273048e-09,False
Foxq1,0.13444835,0.039489146,-1.7649478,3.087785909079818e-11,1291,1366,1.3628033926956396e-09,True
Tmcc3,2.0641663,2.3468008,0.18512784,3.1789308326544296e-11,1291,1366,1.394825616222584e-09,False
9030622O22Rik,1.5284675,1.2688144,-0.26858544,3.4920160796334966e-11,1291,1366,1.5232905026447747e-09,False
Foxa2,0.18001042,0.06255133,-1.5234647,4.082319803753612e-11,1291,1366,1.7704997391655114e-09,True
Galnt18,0.9195263,0.65467846,-0.4900408,4.21430539176773e-11,1291,1366,1.817237549105361e-09,False
Hpd,1.0655818,1.371537,0.36412197,4.743529026321918e-11,1291,1366,2.033754187685334e-09,False
Gbp11,0.29900327,0.14740562,-1.0198736,4.8639810103409926e-11,1291,1366,2.0735482682152537e-09,True
Gldc,0.29211,0.49319783,0.7554534,5.6100796921952214e-11,1291,1366,2.3781032729119067e-09,True
Col18a1,0.5742241,0.825588,0.5237316,5.7138143138861184e-11,1291,1366,2.4084690335442444e-09,True
Vtn,0.8777215,0.63371384,-0.4698684,6.13312266844139e-11,1291,1366,2.57077203247574e-09,False
Tcf7l2,1.209858,1.5033935,0.3133618,6.212825131341667e-11,1291,1366,2.5897126089142514e-09,False
Trpm2,0.13419014,0.28616413,1.0919935,7.782098825601993e-11,1291,1366,3.2259164358282736e-09,True
Niban1,0.1466176,0.29209983,0.9939133,8.129375449953425e-11,1291,1366,3.3513573626923378e-09,True
Cpt1a,0.22898573,0.41198006,0.8470371,8.428058157141568e-11,1291,1366,3.4555038444280426e-09,True
Msmo1,0.59875154,0.38770965,-0.62684983,8.667402206540723e-11,1291,1366,3.5343216715040787e-09,True
Slc8a1,0.52874404,0.77685785,0.5549939,9.097901380916596e-11,1291,1366,3.689813733027958e-09,True
Itih3,1.6904274,1.3753052,-0.29761675,9.293279473310442e-11,1291,1366,3.748789026249906e-09,False
Cyp3a13,0.39039463,0.6119359,0.6483137,1.0318139164034709e-10,1291,1366,4.139946425013499e-09,True
Adgre4,0.13935286,0.27993944,1.0058523,1.0851110393042253e-10,1291,1366,4.330631982925321e-09,True
E230020A03Rik,0.19145502,0.07254083,-1.3989062,1.1135584861731667e-10,1291,1366,4.4206504347922064e-09,True
Plpp3,1.8183271,1.5483291,-0.23188576,1.1598394149620897e-10,1291,1366,4.580144805505557e-09,False
Ugp2,0.43545365,0.6646227,0.60990226,1.1771762099693493e-10,1291,1366,4.624268640523575e-09,True
Bach2,0.47373578,0.70028925,0.5637699,1.202619979808383e-10,1291,1366,4.699613389844946e-09,True
Cat,0.8857199,1.1538894,0.38154468,1.5870491923037986e-10,1291,1366,6.169756523241141e-09,False
Klra2,0.2074297,0.37908775,0.8695944,1.8743766204302589e-10,1291,1366,7.24919988818981e-09,True
Ahsg,1.9177955,2.1788154,0.18408597,2.0861904904421424e-10,1291,1366,8.027019102455075e-09,False
Ptprj,0.93218297,1.2087575,0.3748044,2.4231331829703914e-10,1291,1366,9.275902179503494e-09,False
Atxn1,1.5619937,1.8349591,0.23234554,2.888150322711623e-10,1291,1366,1.0999894350916398e-08,False
Map3k13,0.23055719,0.3993676,0.7923282,3.2272987937644925e-10,1291,1366,1.2229506489704539e-08,True
Sdc2,0.48964,0.707627,0.53117704,3.407272119354336e-10,1291,1366,1.2846614427897279e-08,True
H2-Q10,1.1330642,0.89500844,-0.34022248,3.7343040746256163e-10,1291,1366,1.4009241735957999e-08,False
Clec4f,0.49978366,0.7334645,0.55333155,3.7951467991082665e-10,1291,1366,1.416665991726832e-08,True
Cyp2c67,0.4344002,0.23791486,-0.8683052,3.904834865414712e-10,1291,1366,1.4503948512478506e-08,True
Abr,0.17087549,0.3142396,0.87853444,4.1214264900770483e-10,1291,1366,1.5233035938447336e-08,True
Xdh,0.959716,1.2205602,0.34683183,5.125099436470189e-10,1291,1366,1.8849814250899917e-08,False
Gnmt,2.2381992,2.4953566,0.15690088,5.283929563989207e-10,1291,1366,1.93391822042005e-08,False
Gck,0.28244555,0.13858096,-1.0267136,6.007765359635722e-10,1291,1366,2.1881681307449913e-08,True
Dbi,0.662035,0.44335186,-0.578348,6.170548544025556e-10,1291,1366,2.236600276609843e-08,True
Stat5b,0.62442786,0.8677323,0.47465026,7.117721212255127e-10,1291,1366,2.5675126084399144e-08,False
Aoah,0.1528052,0.30054846,0.9754401,8.481025120707864e-10,1291,1366,3.04464743926656e-08,True
Cd274,0.107700504,0.23342189,1.1151938,9.81485174618297e-10,1291,1366,3.5067063167433726e-08,True
mt-Cytb,0.612544,0.41388887,-0.56545705,1.0422215105667828e-09,1291,1366,3.7060606605604606e-08,True
Slc25a25,0.22684582,0.38939482,0.77925617,1.0510926666694042e-09,1291,1366,3.7199756028398775e-08,True
Acbd5,0.44141874,0.65303737,0.5649119,1.308823652356136e-09,1291,1366,4.6103774007643607e-08,True
Dab2,1.4776578,1.2174597,-0.27941734,1.4191955201169513e-09,1291,1366,4.975805601606301e-08,False
Apobec1,0.46077263,0.6706031,0.54130626,1.4364486701579336e-09,1291,1366,5.0128718010209183e-08,True
Cyp4a32,0.08546404,0.19310735,1.1750735,1.5095574657795512e-09,1291,1366,5.24361558599258e-08,True
Ptprd,1.3723485,1.6387677,0.25594732,1.6519589254633957e-09,1291,1366,5.711819270853391e-08,False
Lpin1,0.18693928,0.33814347,0.8547207,1.8462853507679113e-09,1291,1366,6.354439902207174e-08,True
Zbtb16,0.3340274,0.52896625,0.6630501,1.8630961675129173e-09,1291,1366,6.383018513629871e-08,True
Akap13,0.7828359,1.0253942,0.38935328,2.088219923441553e-09,1291,1366,7.121779129809987e-08,False
Sp100,0.9391543,1.2006618,0.35436225,2.479116615392379e-09,1291,1366,8.416656997868335e-08,False
Cdh4,0.44946992,0.27252194,-0.72164387,2.5205344729566012e-09,1291,1366,8.51872529306008e-08,True
Pde4b,0.5455296,0.77054167,0.49813825,2.9581818277043805e-09,1291,1366,9.95302163823586e-08,False
Gbp5,0.12260441,0.24618539,1.0051439,3.186923531087881e-09,1291,1366,1.0640682433511194e-07,True
Agmo,0.91498506,1.161149,0.34369957,3.190928358709874e-09,1291,1366,1.0640682433511194e-07,False
Plcb1,0.9282881,1.1764057,0.3417083,4.12169005176598e-09,1291,1366,1.3683646220531041e-07,False
Srrm2,2.066052,2.2725775,0.13744664,4.939361247306238e-09,1291,1366,1.6326003276889297e-07,False
Gm29966,2.976551,3.1417868,0.07794112,4.9894158494897274e-09,1291,1366,1.6419117157333958e-07,False
Elmo1,0.30418432,0.4776833,0.6509365,5.21174919786341e-09,1291,1366,1.707587521029221e-07,True
Tfdp2,0.20318921,0.35324427,0.79754084,5.587895429510479e-09,1291,1366,1.8228686698963967e-07,True
Slc27a2,0.5399933,0.75952864,0.4920857,5.705423291649792e-09,1291,1366,1.8531511236904063e-07,False
Rapgef4,0.7155161,0.9497842,0.40856582,5.983153285694934e-09,1291,1366,1.934982719938323e-07,False
Ptprc,0.3738968,0.56712,0.6008826,6.343498511725652e-09,1291,1366,2.0427154220376637e-07,True
Noct,0.12314367,0.24017707,0.96318537,6.6328814266e-09,1291,1366,2.1267739035803334e-07,True
Ly86,0.12014395,0.2456219,1.0310622,6.84892677247086e-09,1291,1366,2.1867020244191004e-07,True
Adarb1,0.64874375,0.44579664,-0.5411619,7.226342465612185e-09,1291,1366,2.297425742351196e-07,True
Slc16a10,0.46302858,0.6682023,0.5290881,7.835529649357949e-09,1291,1366,2.4703494840390217e-07,True
Hhex,0.4095079,0.25423172,-0.6875322,7.836107919516022e-09,1291,1366,2.4703494840390217e-07,True
Cobll1,0.31329763,0.49580288,0.6620633,8.028704187933804e-09,1291,1366,2.520475628538382e-07,True
Fam214a,0.7326539,0.9620953,0.393001,8.841667920529298e-09,1291,1366,2.7641264336554716e-07,False
Ypel2,0.60451186,0.83117926,0.4593239,8.95570239699733e-09,1291,1366,2.7881591321440236e-07,False
Ctss,0.21302442,0.37099215,0.8000815,9.124443684883232e-09,1291,1366,2.828954585441276e-07,True
Frmd4b,1.4170034,1.6840806,0.24910188,9.240353729094715e-09,1291,1366,2.853101811909368e-07,False
Pfkfb1,0.15861198,0.29073003,0.8737651,9.307048193530365e-09,1291,1366,2.8619173195105873e-07,True
Timd4,0.13899013,0.26827583,0.9482345,9.816019327410998e-09,1291,1366,3.0061058372883563e-07,True
Zeb2,1.7135385,1.9902161,0.21593478,1.0209001060668206e-08,1291,1366,3.1137453235038025e-07,False
Slc25a47,0.14461425,0.27133632,0.90740675,1.2324018607173061e-08,1291,1366,3.739500453515481e-07,True
Myo9a,0.566563,0.7841423,0.46880847,1.2360337364678651e-08,1291,1366,3.739500453515481e-07,False
Stox2,1.6841384,1.4139478,-0.25226542,1.2588323005251992e-08,1291,1366,3.7931802212211124e-07,False
1700018L02Rik,0.18672508,0.07441747,-1.3260375,1.2929296393468894e-08,1291,1366,3.8803404336078846e-07,True
Cd55,1.5503628,1.2989603,-0.25523052,1.4466956960611538e-08,1291,1366,4.3245250229270267e-07,False
Tacc1,1.4539057,1.2274027,-0.24430677,1.7396136451394432e-08,1291,1366,5.179492531540175e-07,False
Serpina3g,0.118714266,0.23546809,0.98743606,1.769127192811205e-08,1291,1366,5.24654597931323e-07,True
Ppargc1a,0.11713126,0.23338263,0.9939578,1.846534497531719e-08,1291,1366,5.454546588574995e-07,True
