gene,mean_control,mean_7dpi,log2FC,pval,n_control,n_7dpi,FDR,significant
Arg1,1.192898,2.18505,0.8731406,0.0,8788,9002,0.0,True
Cyp7b1,1.1200745,0.48361558,-1.2114927,0.0,8788,9002,0.0,True
Rn18s-rs5,4.553983,5.031052,0.14372808,0.0,8788,9002,0.0,False
Bhmt,2.2103302,2.9338267,0.4085056,0.0,8788,9002,0.0,False
Id3,0.9796979,0.1813084,-2.4332428,0.0,8788,9002,0.0,True
Serpina1e,1.9077578,0.88787925,-1.1033556,0.0,8788,9002,0.0,True
Cish,0.39664826,0.060898114,-2.7013872,0.0,8788,9002,0.0,True
Mat1a,2.8666008,3.4045703,0.24812374,0.0,8788,9002,0.0,False
Hmgcs1,1.0200397,0.38360137,-1.4107109,0.0,8788,9002,0.0,True
Scp2,2.8219476,1.525924,-0.8869647,0.0,8788,9002,0.0,True
Cpb2,1.2913696,0.66688377,-0.9532901,0.0,8788,9002,0.0,True
Csad,0.8627426,0.33474928,-1.3655857,0.0,8788,9002,0.0,True
Fdps,0.96540284,0.37660122,-1.35786,0.0,8788,9002,0.0,True
Ghr,3.7132125,3.4113746,-0.12231127,0.0,8788,9002,0.0,False
C8b,1.0471917,0.39056107,-1.422674,0.0,8788,9002,0.0,True
Alas1,1.4979388,0.7502456,-0.9974478,0.0,8788,9002,0.0,True
Id2,1.0892113,0.39358822,-1.468291,0.0,8788,9002,0.0,True
Keg1,1.5687228,0.57183874,-1.4557499,0.0,8788,9002,0.0,True
B4galt1,0.9084667,0.4606733,-0.97953546,3.226037950369376e-308,8788,9002,4.240727699446494e-306,True
