gene,mean_control,mean_7dpi,log2FC,pval,n_control,n_7dpi,FDR,significant
Pck1,0.523558,2.0017006,1.9346013,1.0656198708542767e-92,599,503,8.695458146170898e-89,True
Hamp,2.1108484,0.66144603,-1.6739777,1.3884431334347542e-91,599,503,5.664847984413797e-88,True
Malat1,6.9778495,6.6447945,-0.07055682,8.801876897889815e-58,599,503,2.3941105162260295e-54,False
Fgb,2.5234709,1.6532941,-0.6100359,4.3818941065217115e-54,599,503,8.939063977304291e-51,True
Fga,2.1151304,1.1850555,-0.8357384,3.842335466833212e-52,599,503,6.270691481871802e-49,True
Fgg,2.731974,1.8792635,-0.53975224,2.3525198776414203e-51,599,503,3.1994270335923316e-48,True
Serpina1e,1.5270019,0.6440152,-1.2454057,2.3817073774135933e-45,599,503,2.776390314242132e-42,True
Scp2,1.8525012,0.9729887,-0.92890906,8.060377736842297e-44,599,503,8.221585291579143e-41,True
Tat,0.7947224,1.669994,1.0712248,4.113744518218825e-40,599,503,3.7297950298517345e-37,True
G6pc,0.46731776,1.2514944,1.4209827,2.5452185634142672e-39,599,503,2.076898347746042e-36,True
Cth,0.55151206,1.3668427,1.309227,1.6742990906140333e-38,599,503,1.2420255072191374e-35,True
Mug1,2.004434,2.7363937,0.4490616,1.3796090138619126e-37,599,503,9.381341294261007e-35,False
Ces3b,1.0398524,0.3655344,-1.5080438,1.1836390914784606e-29,599,503,7.429611528049414e-27,True
Mat1a,1.7534131,2.4100957,0.45890206,2.069183297358661e-28,599,503,1.2060382647461908e-25,False
Phlda1,1.0415981,0.4032832,-1.3687143,5.088341271567981e-28,599,503,2.768057651732982e-25,True
Bhmt,1.3880508,2.1049912,0.6007184,7.5348973920465565e-28,599,503,3.8427976699437437e-25,True
Arg1,0.6074803,1.2963881,1.0934621,1.2173512638411346e-26,599,503,5.8432860664374454e-24,True
Cdo1,0.5590687,1.158141,1.05058,1.5811221037399842e-24,599,503,7.167753536954595e-22,True
Mup3,1.5801266,0.95176196,-0.73130727,5.745267167875187e-24,599,503,2.467441057361133e-21,True
Cyp3a25,0.67017806,1.3054366,0.9618113,1.872909153023115e-23,599,503,7.64146934433431e-21,True
Slc38a4,0.6866077,1.2821716,0.90093374,2.201829916956015e-22,599,503,8.555681963029088e-20,True
Hdac9,0.3560309,0.8790957,1.3037767,1.0946711877000692e-21,599,503,4.0602349507420747e-19,True
Keg1,0.7388746,0.23687626,-1.6407822,1.1828490753882943e-21,599,503,4.196542806594992e-19,True
Egfr,2.5689952,2.0691903,-0.31212437,3.02435135597422e-21,599,503,1.0282794610312348e-18,False
Nudt7,1.0754609,0.5183238,-1.0528854,4.091462426656344e-21,599,503,1.3354533360606307e-18,True
Igf1,1.5690355,0.99513096,-0.6568667,6.5823441537526206e-21,599,503,2.065843395946976e-18,True
Cyp2c38,0.29287496,0.75710356,1.3699039,8.855328870079453e-20,599,503,2.6762771696240122e-17,True
Fabp1,1.1074927,0.59366226,-0.89947015,2.2644129084937135e-17,599,503,6.599146190467394e-15,True
Cfh,2.1079454,1.6698511,-0.33610004,3.921772085743107e-17,599,503,1.1035055248159914e-14,False
Pah,0.6024871,1.1041387,0.87381047,5.844591439056245e-17,599,503,1.5897288714232988e-14,True
Cps1,2.2689102,2.72046,0.26184055,4.9123059475398e-16,599,503,1.2930456945782182e-13,False
Cers6,0.36983585,0.7849734,1.0855526,9.929609015938216e-16,599,503,2.532050299064245e-13,True
Serpina1c,1.4522209,0.9941632,-0.54666054,4.579551624776906e-15,599,503,1.132398219944835e-12,True
C3,1.8375815,1.4643759,-0.32750237,2.8760343220866397e-14,599,503,6.902482373007935e-12,False
Errfi1,2.0578713,2.5748963,0.32334757,5.1318300931462066e-14,599,503,1.1964495302878012e-11,False
Upp2,0.6687731,1.1115226,0.7328625,6.393838228134417e-14,599,503,1.4492699983771344e-11,True
Angptl8,0.40075755,0.11193545,-1.8391342,1.8558235960295606e-13,599,503,4.0928433901624904e-11,True
Hmgcs1,0.54754764,0.20727381,-1.4010143,2.3625900989294096e-13,599,503,5.0733513703326266e-11,True
Gpx1,0.819323,0.42659363,-0.94140786,2.7662474871178424e-13,599,503,5.787840896123486e-11,True
Serpina3k,1.4666034,1.0514516,-0.4800575,3.422897154813173e-13,599,503,6.982710195818873e-11,False
Id3,1.0257789,0.6157883,-0.73611975,8.83780310409236e-13,599,503,1.7589383738876502e-10,True
G0s2,0.54961604,0.23636052,-1.2170873,6.247119985908145e-12,599,503,1.2137261686907253e-09,True
Slco1b2,1.4076549,1.8928143,0.42721295,8.285603555630647e-12,599,503,1.572337791022002e-09,False
Klra2,0.15871705,0.4107576,1.3712726,8.688968858735562e-12,599,503,1.6114087701655042e-09,True
Gbp2b,0.14519729,0.40025327,1.4622657,1.397988447899471e-11,599,503,2.535019052191041e-09,True
Onecut1,0.2182433,0.04792849,-2.1846359,1.819031175883244e-11,599,503,3.2268031293928847e-09,True
Hk3,0.08659693,0.2769919,1.6763117,2.0964889211949628e-11,599,503,3.6398616163725314e-09,True
Ypel2,0.3464384,0.6711789,0.95389706,4.3383636310384534e-11,599,503,7.375218172765371e-09,True
Adgre1,0.2500981,0.53899246,1.1074619,5.072879707755243e-11,599,503,8.447897635771996e-09,True
Mgst1,1.5094666,1.1152817,-0.4365969,5.205840003396697e-11,599,503,8.495930885543409e-09,False
Asl,0.25619164,0.54713494,1.094374,7.112687284865556e-11,599,503,1.138029965578489e-08,True
Rasgef1b,0.29878896,0.59055907,0.9827161,1.0436555016163083e-10,599,503,1.637736325613284e-08,True
Hgd,0.88303953,1.3018792,0.559993,1.621350416927946e-10,599,503,2.4962678117230263e-08,True
Cyp2b9,0.054002766,0.23540156,2.1219623,1.698878030197729e-10,599,503,2.567193467854346e-08,True
Lrg1,0.44090104,0.17317759,-1.3476969,1.7374945233304733e-10,599,503,2.5778100564321205e-08,True
Stat5b,0.48279276,0.81431276,0.75405735,2.7048114403779023e-10,599,503,3.941296670264943e-08,True
BC023105,0.23050238,0.50182897,1.1220758,2.8756051245154556e-10,599,503,4.1166557572010735e-08,True
Cish,0.18101214,0.032545123,-2.4719439,3.058110337750237e-10,599,503,4.302444888972747e-08,True
Gbp4,0.16693567,0.4071212,1.2856565,3.495469396915926e-10,599,503,4.834411911666772e-08,True
Alb,2.9969716,2.728965,-0.1351468,3.932107715119006e-10,599,503,5.347666492561848e-08,False
Aacs,0.3421025,0.10735028,-1.6711808,5.156911521305658e-10,599,503,6.898425903910519e-08,True
Etnppl,0.1748177,0.41747263,1.2553508,8.153945181438605e-10,599,503,1.0731643980732098e-07,True
Zfp36l1,1.0673021,0.717739,-0.57237154,8.365378375197747e-10,599,503,1.0835156752637082e-07,True
Igfbp2,0.070161834,0.25717953,1.8725234,1.0066821629599661e-09,599,503,1.283519757773957e-07,True
Il6ra,0.1672191,0.40198648,1.2649035,1.0269383612192352e-09,599,503,1.2892026196229167e-07,True
Cyp2c29,0.75424904,1.1477886,0.60567856,1.3110679896450523e-09,599,503,1.6209567871975192e-07,True
Comt,1.1532154,0.8118619,-0.5063032,1.3589481616637239e-09,599,503,1.6320488888415282e-07,True
Gfra1,0.34560296,0.6276148,0.8605764,1.3600407407012736e-09,599,503,1.6320488888415282e-07,True
Abcc2,1.1793914,1.593301,0.4339445,1.5767981389366361e-09,599,503,1.8647351903946306e-07,False
Iigp1,0.984075,1.3684475,0.47565874,1.928780597205035e-09,599,503,2.2484070961704407e-07,False
Fyb,0.52740777,0.87988913,0.7382933,2.098661470860684e-09,599,503,2.4119827608765045e-07,True
Dock8,0.8198328,1.1812906,0.52690846,2.134625375952445e-09,599,503,2.419242092746104e-07,True
Frmd4b,0.749962,1.1198367,0.57833546,2.1909411070343876e-09,599,503,2.4490519771781646e-07,True
Mup20,0.50208306,0.22646666,-1.1482779,2.7401029502875286e-09,599,503,3.0215189289657074e-07,True
N4bp2l1,0.21190087,0.44464335,1.0689027,3.867040740986852e-09,599,503,4.207340326193695e-07,True
Gm3734,0.031212643,0.1599642,2.3538334,3.947809467318973e-09,599,503,4.238700691226686e-07,True
Tsc22d3,0.15135178,0.36109787,1.2539308,4.147867524663516e-09,599,503,4.3956622079551027e-07,True
Adh4,0.3431632,0.12788503,-1.42334,5.5037308478159316e-09,599,503,5.757749194638206e-07,True
Ces3a,1.4056141,1.0296322,-0.44903404,6.03223022383655e-09,599,503,6.230759319810917e-07,False
Retreg1,0.081303835,0.24552599,1.5932945,6.2754690457665944e-09,599,503,6.400978426681927e-07,True
C8b,0.42551512,0.18126914,-1.2306204,6.743324188799806e-09,599,503,6.793274738346471e-07,True
Id2,0.52582175,0.25310662,-1.0545331,7.037257059420027e-09,599,503,7.002928976203344e-07,True
Adk,2.2250805,2.5289905,0.18469635,8.208617687214522e-09,599,503,7.996301002747788e-07,False
Idi1,0.29141903,0.09892507,-1.5577242,8.231486326358016e-09,599,503,7.996301002747788e-07,True
Fbxl20,0.364106,0.63629466,0.80516714,9.272327804050702e-09,599,503,8.901434691888674e-07,True
Igfbp1,0.058792356,0.20861538,1.8253846,9.544123985141106e-09,599,503,9.055819967296677e-07,True
Lpin2,0.68688506,1.0031182,0.5462848,1.8322951484191587e-08,599,503,1.7185664840345214e-06,True
Zbtb20,3.1085682,3.2960663,0.08449246,2.5467752967950084e-08,599,503,2.361555275209917e-06,False
Msmo1,0.54961056,0.28849143,-0.9296438,2.605223693840761e-08,599,503,2.388609588959619e-06,True
Hmgcs2,0.65536994,0.97648305,0.5752131,2.9705207795054238e-08,599,503,2.6762260794553405e-06,True
1700025G04Rik,1.1051491,1.4702435,0.41178158,2.9845168288043626e-08,599,503,2.6762260794553405e-06,False
Slc2a2,0.2052968,0.41950694,1.0306247,3.181856414526125e-08,599,503,2.822168298101433e-06,True
Cyp4a32,0.054413695,0.19520153,1.8410126,3.695478635933646e-08,599,503,3.242484480561135e-06,True
Selenbp2,0.48115063,0.22666124,-1.0856143,4.332303322607542e-08,599,503,3.7608079906891007e-06,True
Prkd3,0.4164743,0.68117815,0.70967007,6.030136957771758e-08,599,503,5.179570271096584e-06,True
Apob,1.523335,1.2293168,-0.3093538,7.569226899004813e-08,599,503,6.43384286415409e-06,False
Slc38a2,1.1382672,1.4804358,0.37915346,7.697061465225759e-08,599,503,6.475053768684762e-06,False
Abca6,0.4356824,0.71425706,0.7130376,8.411459819050689e-08,599,503,7.00382776769935e-06,True
Foxn3,1.2902229,1.6174076,0.32604033,9.387692095050367e-08,599,503,7.737734090465757e-06,False
Fmnl2,0.64177835,0.9666284,0.59081066,9.944675782318022e-08,599,503,8.114855438371506e-06,True
Adipor2,1.2898058,0.97357714,-0.40575024,1.0455390210511965e-07,599,503,8.447127140374023e-06,False
4833422C13Rik,0.48725587,0.2450094,-0.9915497,1.0702292826126159e-07,599,503,8.561834260900926e-06,True
Ppargc1a,0.07497557,0.21849369,1.5418363,1.447948428401495e-07,599,503,1.1471125413355534e-05,True
Trf,2.5411823,2.286697,-0.15222836,1.5287372593220042e-07,599,503,1.1994707726988033e-05,False
Slc7a2,0.757017,1.0988122,0.537488,1.6004422770457265e-07,599,503,1.243772283875536e-05,True
Ttpa,0.3504977,0.59195447,0.75591356,1.666619555784205e-07,599,503,1.2829826014338784e-05,True
Taok3,0.65116197,0.9602243,0.5602836,1.7000874829275953e-07,599,503,1.2965153140831007e-05,True
Slco1a4,0.106799945,0.25521243,1.2560027,1.7472426167426077e-07,599,503,1.3201388659833036e-05,True
Slc8a1,0.44534835,0.720892,0.69472516,1.8788356127114728e-07,599,503,1.40654115593813e-05,True
Cd200r1,0.2148673,0.41638917,0.95416176,2.2222081057068558e-07,599,503,1.6484743765970857e-05,True
Lsamp,1.3567624,1.7838912,0.3948341,2.5095058091394706e-07,599,503,1.8448258921241513e-05,False
Nfia,2.136713,2.4083064,0.1726181,2.7108462070145667e-07,599,503,1.975045093682041e-05,False
Ddx5,3.114434,3.2829385,0.076015376,2.7834218786392594e-07,599,503,2.0099754451058723e-05,False
Apoa2,2.6286404,2.4099116,-0.12533161,3.144628337371119e-07,599,503,2.2508918625393275e-05,False
Lcp2,0.16617145,0.34704858,1.0620127,3.76947911325696e-07,599,503,2.6712116475813218e-05,True
Cyp2c54,0.38490415,0.6431962,0.74060935,3.7973106754832517e-07,599,503,2.6712116475813218e-05,True
Adgb,0.26817635,0.4951552,0.8844523,4.0697640453365076e-07,599,503,2.8383995393116154e-05,True
Gch1,0.17674941,0.36208835,1.0342187,4.3449902977695966e-07,599,503,3.0046712567627042e-05,True
1700042O10Rik,0.36161065,0.16159548,-1.1615567,4.4090287347342644e-07,599,503,3.023333989532067e-05,True
Cyp2c67,0.39646605,0.17913322,-1.145723,4.7662024525504843e-07,599,503,3.241017667734329e-05,True
Rbpms,1.813629,2.1213102,0.22606464,5.141288978256955e-07,599,503,3.467183310956757e-05,False
Foxa2,0.15086566,0.032977432,-2.1903012,5.730339016191449e-07,599,503,3.8327513419772314e-05,True
Fam214a,0.6857163,0.9755309,0.5085133,5.837740763978451e-07,599,503,3.872842653175948e-05,True
Qsox1,0.6670404,0.41344517,-0.68994564,6.197984747585653e-07,599,503,4.078673833895074e-05,True
Man2a1,0.8597794,1.1627047,0.43540257,6.369312455072934e-07,599,503,4.1578871706716115e-05,False
Ctss,0.1609211,0.32952768,1.0335875,6.514469763588677e-07,599,503,4.2188947040383814e-05,True
Clec2d,1.8288181,1.5971059,-0.19544019,7.21805372107856e-07,599,503,4.629168969767019e-05,False
Cped1,2.910691,2.709942,-0.103096046,7.261441521203168e-07,599,503,4.629168969767019e-05,False
Dbi,0.61067814,0.3678515,-0.7311329,7.951242607381183e-07,599,503,5.029623230715539e-05,True
Cpt1a,0.1874357,0.37454194,0.9983471,8.297414383172316e-07,599,503,5.172132711786937e-05,True
Serpina1d,0.5057514,0.2745314,-0.8812171,8.303301289755989e-07,599,503,5.172132711786937e-05,True
AY036118,0.6514473,0.9270528,0.50893724,9.497088876080257e-07,599,503,5.870927668849613e-05,True
Insig2,0.344504,0.5782098,0.7469033,9.647560212861342e-07,599,503,5.919104611800642e-05,True
Uox,0.73394847,1.0243393,0.48088732,1.005723354689811e-06,599,503,6.124404906170789e-05,False
Cdip1,0.33857346,0.56248057,0.7321649,1.0314452394243308e-06,599,503,6.234513447187065e-05,True
Scd1,0.33481258,0.16309904,-1.037152,1.067784006094329e-06,599,503,6.406704036565974e-05,True
Zswim6,0.9698034,1.2782001,0.39831367,1.0829312831698127e-06,599,503,6.450160051580783e-05,False
Gm42047,0.049960684,0.16401863,1.712989,1.1159146193946754e-06,599,503,6.598451662507646e-05,True
Slc27a2,0.47559404,0.7294804,0.617033,1.181687699394221e-06,599,503,6.916467909939017e-05,True
Gm4951,1.5054314,1.8263066,0.27873516,1.1866489061169881e-06,599,503,6.916467909939017e-05,False
Acer3,0.30139172,0.50687826,0.7498056,1.2312609643428843e-06,599,503,7.125595368112011e-05,True
Apcs,0.33418703,0.14970838,-1.157969,1.246628143366923e-06,599,503,7.163722288643727e-05,True
Eef1a1,0.96086055,0.694331,-0.4686459,1.317635185093035e-06,599,503,7.518813363887529e-05,False
Cat,0.7794396,1.0792862,0.46951687,1.3659464419881348e-06,599,503,7.740363171266097e-05,False
Tbxas1,0.083232164,0.22558933,1.4373928,1.4524819622834677e-06,599,503,8.119783328712398e-05,True
Mt2,0.19050662,0.35678357,0.9048552,1.4528043700882478e-06,599,503,8.119783328712398e-05,True
9030622O22Rik,1.3378855,1.0515047,-0.34747,1.4964492379602698e-06,599,503,8.306820259697824e-05,False
Agtr1a,1.4839413,1.8185605,0.29334491,1.5533617901821857e-06,599,503,8.552493046803403e-05,False
Zfp949,0.054080073,0.1561335,1.5278696,1.5682012283082572e-06,599,503,8.552493046803403e-05,True
Apbb1ip,0.16374171,0.32285026,0.9790092,1.5721494571329786e-06,599,503,8.552493046803403e-05,True
Glt1d1,0.42730597,0.6749374,0.6593605,1.5972390119132973e-06,599,503,8.631437309412256e-05,True
mt-Co1,0.48810664,0.27502295,-0.82741547,1.999209254676306e-06,599,503,0.00010732597051420168,True
Ankrd44,0.67367464,0.94740325,0.4918647,2.205737032869734e-06,599,503,0.00011763930841971913,False
Mest,0.28423083,0.50243515,0.8216541,2.3358950132579516e-06,599,503,0.00012377209940379796,True
Gm15622,0.24991481,0.4395243,0.8142575,2.3874452341336806e-06,599,503,0.00012568743942277958,True
Zfp385b,0.24436982,0.43867046,0.84381,2.4230705361112294e-06,599,503,0.00012674522804274123,True
Csnk1g3,0.3167888,0.52288795,0.72280115,2.6885590698832767e-06,599,503,0.00013973657331367857,True
Trp53inp1,0.1662278,0.3341362,1.0068384,2.946502014156611e-06,599,503,0.00015217377490834143,True
Orm2,0.14868519,0.3137238,1.0767238,2.9873904172477307e-06,599,503,0.00015306380633926003,True
Bank1,0.2076687,0.39396253,0.9234462,3.0012511046913733e-06,599,503,0.00015306380633926003,True
Colec12,0.4070681,0.64719796,0.6688055,3.0239954374435387e-06,599,503,0.00015326585571142409,True
Cyp7b1,0.534493,0.30323577,-0.81752545,3.04553485662641e-06,599,503,0.00015340471870414508,True
Gm10319,1.1350808,0.8266878,-0.4573331,3.220611645129814e-06,599,503,0.00016122816579300175,False
Fam13a,0.2398487,0.415609,0.7928479,3.6206024313050586e-06,599,503,0.00018009845301346003,True
Lars2,0.50749975,0.75784516,0.57840204,3.6416966601986406e-06,599,503,0.00018009845301346003,True
Gm47283,0.49307746,0.2804197,-0.8140047,3.7069535626625104e-06,599,503,0.0001822213317549764,True
Entpd1,0.11005158,0.25813943,1.229219,3.7913681799321234e-06,599,503,0.00018525487633680316,True
Wdfy3,0.9728197,1.261204,0.37452346,3.846674877425639e-06,599,503,0.00018683849404638818,False
Lyn,0.76873505,1.0518965,0.4523838,4.0023193093403855e-06,599,503,0.00019324808026164228,False
Mt1,0.5716681,0.8229809,0.52560407,4.107330990827191e-06,599,503,0.00019715188755970516,True
Hp,1.6150075,1.3992591,-0.20686398,4.178026220235433e-06,599,503,0.00019937247928141012,False
Got1,0.34721133,0.56877327,0.71187794,4.26837729800653e-06,599,503,0.0002024997601844958,True
Gm43314,0.043293316,0.1458133,1.7495667,4.418141320027833e-06,599,503,0.00020839325532616827,True
Ddx60,0.72429055,0.995276,0.45847383,5.3201247010068455e-06,599,503,0.0002494955032196314,False
Abcc4,0.03990309,0.13743739,1.7816404,5.885840956397512e-06,599,503,0.00027444835545259254,True
Tspan12,0.22863953,0.40576202,0.82728356,6.141813344142051e-06,599,503,0.00028403781855892713,True
Prox1,0.37876007,0.603743,0.67250854,6.161114446682611e-06,599,503,0.00028403781855892713,True
Slc31a1,0.14202017,0.28015155,0.979611,6.571407383684461e-06,599,503,0.0003012510351172202,True
Carmil1,0.3587338,0.5628382,0.6496609,6.614969247021876e-06,599,503,0.0003015539053390978,True
Arhgap15,0.49193,0.721994,0.5534404,6.8338058805998084e-06,599,503,0.00030979919992052467,True
Itpr1,1.3963671,1.6818258,0.2683324,7.386486996389785e-06,599,503,0.000333004054643871,False
Fnip1,0.38668266,0.60039836,0.63463724,7.456261924072698e-06,599,503,0.0003343027324199627,True
Sh3d19,0.7020183,0.9496346,0.43581024,7.613340035081974e-06,599,503,0.0003394800802528356,False
Crebrf,0.43549964,0.67076516,0.6230201,7.906823791472185e-06,599,503,0.0003506504464044186,True
Gck,0.2629756,0.10523531,-1.3204882,8.109952829871512e-06,599,503,0.0003566616437536393,True
Slc16a12,0.13689083,0.29212385,1.0929946,8.129787467913837e-06,599,503,0.0003566616437536393,True
Dock2,0.24654089,0.43122584,0.80636615,8.958943481301874e-06,599,503,0.0003891519695635688,True
Tbc1d8,0.07978603,0.1924255,1.2690344,8.965756161513595e-06,599,503,0.0003891519695635688,True
Enpp3,0.17309695,0.31941614,0.8834751,9.452631279131801e-06,599,503,0.0004081136044323571,True
Mrc1,0.41101533,0.6368907,0.63172925,1.0284626239136369e-05,599,503,0.0004416976321650146,True
Ddc,0.81332284,0.5482766,-0.5688385,1.0990631032518793e-05,599,503,0.0004671872548716303,True
Papss2,1.0826672,1.3677571,0.33719435,1.1009496844310047e-05,599,503,0.0004671872548716303,False
Fbp1,0.6838126,0.93295777,0.4481544,1.1049894631154982e-05,599,503,0.0004671872548716303,False
Fnip2,0.23194495,0.39249635,0.7586424,1.1168915605353151e-05,599,503,0.0004695362176337895,True
Serpina1b,1.0332645,0.7886718,-0.38966933,1.125770172801674e-05,599,503,0.0004695362176337895,False
Gm43323,0.32045254,0.15621175,-1.0361346,1.1278075815713572e-05,599,503,0.0004695362176337895,True
Mertk,0.76499283,1.0473148,0.45312616,1.1409985448220587e-05,599,503,0.0004714771830265263,False
Mafb,0.12111464,0.25051248,1.0478942,1.1440255176378948e-05,599,503,0.0004714771830265263,True
Gclc,0.46386656,0.6886572,0.56997484,1.1604858772281022e-05,599,503,0.0004758575255367495,True
Dpyd,2.6281154,2.8875613,0.13581808,1.2362523815651419e-05,599,503,0.0005043909716785778,False
Zbtb16,0.38676155,0.6010927,0.6360102,1.3000039669763259e-05,599,503,0.0005277628045038218,True
mt-Rnr2,2.190273,2.4561996,0.16531003,1.3148255573376685e-05,599,503,0.0005311374528651176,False
Ptprc,0.32175595,0.5118005,0.6694485,1.3573167223473257e-05,599,503,0.000545601204647989,True
Sult5a1,0.043238867,0.13138644,1.6011807,1.4320506487084715e-05,599,503,0.0005728202594833886,True
Klhl24,0.34993294,0.54980326,0.6516872,1.4492264535255147e-05,599,503,0.0005768628224764975,True
Evi5,0.91819394,1.189531,0.37348622,1.4946174631239644e-05,599,503,0.0005920426455869684,False
Mob1b,0.14811885,0.28972557,0.96745586,1.5019936395122732e-05,599,503,0.0005920902463004903,True
Apoe,2.347102,2.1626208,-0.118094504,1.5977951857675335e-05,599,503,0.0006268273421088015,False
Parp11,0.21049461,0.37364092,0.82756996,1.6403382338441935e-05,599,503,0.0006404382769458669,True
Ly86,0.11815685,0.25211656,1.0927391,1.648810403584377e-05,599,503,0.0006406806139642151,True
Zmynd8,0.9741333,1.2567302,0.36745048,1.6683137044769023e-05,599,503,0.0006451867217313518,False
Saa2,1.4432533,1.181636,-0.2885167,1.685780463534721e-05,599,503,0.0006488664425680813,False
Arap2,1.5092597,1.8060769,0.25900257,1.7553695133934768e-05,599,503,0.0006724180681568334,False
Fmo5,1.0717578,1.3517786,0.3348521,1.7634493454113035e-05,599,503,0.0006724180681568334,False
Ikzf1,0.112731524,0.24099377,1.0954242,1.8715040772328516e-05,599,503,0.0007103010823358172,True
Cep85l,0.42499638,0.6295667,0.56679857,1.893483685344381e-05,599,503,0.0007130773376274248,True
Irf2bp2,0.091950305,0.20557033,1.1598392,1.8962963512886175e-05,599,503,0.0007130773376274248,True
Bach2,0.5891135,0.832512,0.49885395,1.974764292125886e-05,599,503,0.0007391778267773958,False
Itga8,0.30291128,0.48748937,0.6862952,2.0355188346546913e-05,599,503,0.0007584398945562685,True
Sntg1,1.3681841,1.7602011,0.36345437,2.0508083795885853e-05,599,503,0.000760663471701948,False
Cyth1,0.33552173,0.5252122,0.6463392,2.1417262133809283e-05,599,503,0.0007907912172483427,True
Sdc2,0.566364,0.80295223,0.5035095,2.2753646204366625e-05,599,503,0.0008363502388632057,True
Pitpnc1,0.80487937,1.0684834,0.4086757,2.3159956371081788e-05,599,503,0.0008474674618297192,False
Irs2,0.06409058,0.16656026,1.3764766,2.3642021307211158e-05,599,503,0.0008591098038379942,True
Csad,0.43909466,0.2410734,-0.8647897,2.368868944406234e-05,599,503,0.0008591098038379942,True
Ciita,0.07598232,0.19402798,1.351375,2.4299848390846974e-05,599,503,0.0008773750569438552,True
Chd2,0.6895241,0.93407434,0.4378816,2.499478538142338e-05,599,503,0.000897062677546086,False
Nr1h4,2.7907712,2.6412647,-0.07943206,2.5099828592974772e-05,599,503,0.000897062677546086,False
Fdps,0.34036958,0.17056678,-0.9963435,2.517492073015364e-05,599,503,0.000897062677546086,True
Mtarc1,0.48180205,0.69652736,0.53164726,2.559654982502814e-05,599,503,0.0009081210720531723,True
Slc25a47,0.1366026,0.27291733,0.9979518,2.5992789297934193e-05,599,503,0.0009181868427322208,True
Ptprb,0.45798692,0.6695354,0.5477545,2.6729044915076816e-05,599,503,0.0009401250280475295,True
Dip2c,0.96206945,1.2121747,0.3333537,2.724916820358527e-05,599,503,0.0009543056332242737,False
C9,0.86868864,0.63531756,-0.45130023,2.806475516278258e-05,599,503,0.0009764433693674185,False
Eif4g3,0.93053913,1.1881921,0.35259578,2.8120611740360704e-05,599,503,0.0009764433693674185,False
Aoah,0.1523073,0.29272494,0.9421063,2.8255158575613103e-05,599,503,0.0009769580253262836,True
Piezo2,0.9705848,1.2423799,0.35614768,2.87882012926804e-05,599,503,0.000991188702735325,False
Stat1,0.35925996,0.55922776,0.6382643,2.9360933140672747e-05,599,503,0.0010066605648230656,True
Alas1,0.6622119,0.44053635,-0.5879224,2.9708850040515045e-05,599,503,0.0010143272649816015,True
Sbf2,1.2407178,1.4911976,0.26527694,3.0136938572961712e-05,599,503,0.0010246559114806982,False
Gbp8,0.2851778,0.46974137,0.7198064,3.0396159372084582e-05,599,503,0.0010291811638017021,True
Dnm2,0.46984375,0.6804402,0.5341923,3.0754401584684015e-05,599,503,0.0010370079212025684,True
Cry1,0.14076108,0.2791474,0.9872707,3.110281211043263e-05,599,503,0.0010444401103750216,True
Clec4f,0.4291626,0.6478486,0.59401906,3.258959938467928e-05,599,503,0.0010898816843400942,True
Spi1,0.050723508,0.14390658,1.5025668,3.298949241519465e-05,599,503,0.0010987520739101566,True
Pid1,1.6483712,1.9295882,0.227239,3.342990076054833e-05,599,503,0.0011088942691303838,False
Arhgef2,0.118653476,0.23910314,1.0102665,3.377070278522488e-05,599,503,0.0011156637033499395,True
Slc22a30,1.7271456,1.5268372,-0.1778324,3.476276959624161e-05,599,503,0.0011421346713932359,False
Xbp1,0.46338186,0.27801582,-0.7368271,3.485190357560242e-05,599,503,0.0011421346713932359,True
Robo2,1.4196016,1.1687783,-0.28046298,3.555545052675686e-05,599,503,0.0011605299051933439,False
Lnpep,0.51349366,0.72926056,0.50600487,3.723477160559504e-05,599,503,0.0012105009414408589,True
Wfdc21,0.92899543,0.699488,-0.40932125,3.7746834142776906e-05,599,503,0.0012222784389089665,False
Zfyve1,0.2965669,0.47747296,0.6868772,3.808934407838654e-05,599,503,0.0012284942596032969,True
Ifi207,0.12528941,0.24546449,0.96968645,4.138331521131487e-05,599,503,0.0013294797327729501,True
Wdfy2,0.41135147,0.6094167,0.5669436,4.1572433078731874e-05,599,503,0.00133031785851942,True
Tpi1,0.18095846,0.07052564,-1.3581916,4.458316151571738e-05,599,503,0.0014210882733134917,True
Trim24,0.31571633,0.48275346,0.6124997,4.564104718189717e-05,599,503,0.0014491476459310541,True
Klb,0.043460254,0.13883959,1.6733735,4.6018129887945016e-05,599,503,0.0014554571313396564,True
Clu,0.5063759,0.31424665,-0.68813735,4.668673323609736e-05,599,503,0.0014709024834229903,True
Tcf7l2,1.3539346,1.6272746,0.26528183,5.1645309560587434e-05,599,503,0.0016208681769784364,False
Bmp6,0.08126695,0.1997736,1.296573,5.280741285474705e-05,599,503,0.0016509903789070342,True
Apoa1,2.0054274,1.7772285,-0.1742712,5.919469083823895e-05,599,503,0.001843620905496297,False
Gvin-ps7,0.05466607,0.15549098,1.5064042,5.986943414949127e-05,599,503,0.0018575459416724288,True
Tmcc3,0.53702646,0.7744579,0.5281113,6.327215015551694e-05,599,503,0.001955684641170524,True
Ccn2,0.06269768,0.16882132,1.4275682,6.552562023058207e-05,599,503,0.0020115326928738723,True
Slc40a1,0.8412507,1.0981456,0.38442147,6.557202160593751e-05,599,503,0.0020115326928738723,False
Tnfrsf11b,0.4242906,0.6346659,0.580832,7.014433974153263e-05,599,503,0.0021437371246850424,True
