gene,mean_control,mean_7dpi,log2FC,pval,n_control,n_7dpi,FDR,significant
Pck1,0.5708591,2.1730893,1.9283545,5.315155722486744e-293,1503,1879,4.180901491308073e-289,True
Hamp,2.1323555,0.6764122,-1.6563275,3.293348090955605e-268,1503,1879,1.2952738041728395e-264,True
G6pc,0.44676757,1.3867393,1.6338813,1.2586756498523366e-148,1503,1879,3.3002475539128264e-145,True
Mug1,2.0202553,2.8861582,0.5145914,3.755195865846594e-140,1503,1879,7.384592670187327e-137,True
Mat1a,1.7264755,2.619617,0.60149753,4.163733277222627e-135,1503,1879,6.550385191726637e-132,True
Fga,2.1311755,1.2965419,-0.71693695,3.05286465958251e-130,1503,1879,4.002305568712671e-127,True
Tat,0.85631937,1.7968317,1.0691462,1.3371763987439269e-129,1503,1879,1.5026042217885328e-126,True
Arg1,0.5707045,1.496804,1.390913,1.6417920483285233e-129,1503,1879,1.6142920315190206e-126,True
Cth,0.6167216,1.5293065,1.3100468,1.1851813515480745e-127,1503,1879,1.0358485012530171e-124,True
Serpina1e,1.5941129,0.72778773,-1.1310564,2.048254868888118e-127,1503,1879,1.6111572798673934e-124,True
Fgb,2.5635314,1.8364652,-0.48117867,1.2012420991544299e-120,1503,1879,8.589973047226131e-118,False
Fgg,2.7449763,1.9589072,-0.48672348,2.8541882321761884e-118,1503,1879,1.8709203861914914e-115,False
Bhmt,1.4433868,2.248758,0.6396346,3.1777189675707846e-114,1503,1879,1.922764415300907e-111,True
Phlda1,0.7791825,0.14100425,-2.465385,6.517961865906044e-114,1503,1879,3.662163431229782e-111,True
Scp2,1.8458165,1.0075963,-0.8732765,2.804192686040249e-108,1503,1879,1.4705186445595066e-105,True
Cdo1,0.5422671,1.2425959,1.1961317,6.407877756409908e-92,1503,1879,3.150272901995021e-89,True
Cyp3a25,0.69271976,1.4511737,1.0667676,4.4141311493928534e-89,1503,1879,2.0424444483014227e-86,True
Cps1,2.2698567,2.884048,0.34548038,6.520560106554952e-86,1503,1879,2.849484766564514e-83,False
Slc38a4,0.7008296,1.4078662,1.0062712,1.210237061808614e-85,1503,1879,5.010381435887662e-83,True
Ces3b,1.0489532,0.41389492,-1.3414029,3.9382917851200065e-78,1503,1879,1.5489301590876986e-75,True
Id3,0.6712974,0.1949206,-1.7835404,2.139929513520816e-71,1503,1879,8.015564549216541e-69,True
Nudt7,1.1119229,0.5294705,-1.0702918,8.368137515246806e-65,1503,1879,2.99198953158779e-62,True
Slco1b2,1.3493177,2.0048873,0.57125604,5.083740428410018e-63,1503,1879,1.7386392265162263e-60,True
Pah,0.6657496,1.2585021,0.918554,3.550951420437062e-61,1503,1879,1.1638243280482471e-58,True
Upp2,0.49889207,1.019294,1.0306231,1.4711478655963262e-56,1503,1879,4.6288196443122807e-54,True
Cyp2c38,0.2910144,0.78477734,1.4308811,1.86026409360979e-54,1503,1879,5.628014369359465e-52,True
Cfh,2.2198005,1.7243869,-0.3643277,7.344947997491357e-54,1503,1879,2.1398281832691485e-51,False
Slc7a2,0.6698477,1.2777413,0.93158823,3.4657722648601606e-53,1503,1879,9.736344512639294e-51,True
Hgd,0.84994954,1.3899202,0.709487,1.4842377192750244e-50,1503,1879,4.02586686200598e-48,True
Cyp2c54,0.35004807,0.8193396,1.2266725,3.850009616829736e-50,1503,1879,1.0094725215327568e-47,True
Errfi1,2.1436777,2.6539576,0.3080444,1.2118067769756967e-49,1503,1879,3.0748619702228486e-47,False
Mup3,1.5699612,1.027705,-0.6112543,1.6553271060222736e-49,1503,1879,4.069000942491001e-47,True
Gpx1,0.8710816,0.41626808,-1.065114,2.566926525563247e-49,1503,1879,6.118619409115304e-47,True
Dpyd,2.6182914,3.0404408,0.21564719,1.1345045256262006e-47,1503,1879,2.6247095878163805e-45,False
Adk,2.2402894,2.6757984,0.25627378,2.1585510461447003e-47,1503,1879,4.851189293992632e-45,False
Mup20,0.57639086,0.20923388,-1.461492,3.050941005448335e-45,1503,1879,6.666306096904613e-43,True
Igfbp1,0.03585251,0.26328596,2.873014,1.3671100275901008e-44,1503,1879,2.906402020817225e-42,True
Keg1,0.73323476,0.30902302,-1.2462909,1.4663920370706807e-43,1503,1879,3.0354315167363094e-41,True
Fabp1,1.1364238,0.6584661,-0.7872277,2.3264425465912672e-43,1503,1879,4.692255659355618e-41,True
Abcc2,1.1806729,1.7160017,0.53940356,2.5326788325854726e-43,1503,1879,4.980512924279331e-41,True
Serpina3k,1.5400722,1.0716678,-0.5230993,2.7483541472845997e-42,1503,1879,5.272817981107478e-40,True
BC023105,0.22782268,0.5955007,1.3858011,2.546175465199453e-41,1503,1879,4.768622906966405e-39,True
Cyp2b9,0.06310115,0.31830063,2.3328204,3.2406474939752303e-41,1503,1879,5.92812399711841e-39,True
Onecut1,0.23404574,0.034755826,-2.747935,1.0340492977750965e-39,1503,1879,1.8485981309770248e-37,True
Cyp2c29,0.7142574,1.1933402,0.7404083,1.2886979499695703e-39,1503,1879,2.2526440165468087e-37,True
Gbp2b,1.0579772,1.5575955,0.5579683,1.1292901973782033e-38,1503,1879,1.9310862375167275e-36,True
Iigp1,0.8553304,1.3272836,0.633863,3.361478256057966e-37,1503,1879,5.625827225989778e-35,True
Slc40a1,2.329213,1.8954512,-0.29728693,7.503053514240666e-36,1503,1879,1.2295628946461892e-33,False
Egfr,2.4672098,2.0807853,-0.24574146,2.3348856869278597e-34,1503,1879,3.7482062884437845e-32,False
Fmo5,1.0577515,1.5072716,0.51089805,3.989244992152907e-34,1503,1879,6.275880221654953e-32,True
Gm15622,0.1911219,0.4940494,1.3696995,6.346585359493547e-33,1503,1879,9.7886745956424e-31,True
Abca6,0.44406343,0.812168,0.8708653,3.4480227513473967e-31,1503,1879,5.215797492711274e-29,True
Gm29966,2.8430393,3.1071959,0.12817483,4.261093026402324e-31,1503,1879,6.32410523503409e-29,False
Etnppl,0.15808365,0.43733636,1.4674726,6.184067908720967e-31,1503,1879,9.008125587036875e-29,True
Kynu,1.4934982,1.9096589,0.35459846,2.5534556956408886e-30,1503,1879,3.6519059094384055e-28,False
Slc38a2,0.61704266,1.0190994,0.7237603,3.2545512608625815e-30,1503,1879,4.5714821817759045e-28,True
mt-Co1,0.5076544,0.21749282,-1.2225001,3.347544981294388e-30,1503,1879,4.619612074186255e-28,True
Stat1,0.6599402,1.0586292,0.6817078,3.758350440879493e-30,1503,1879,5.097100787578981e-28,True
Angptl8,0.3965866,0.14292555,-1.4717268,3.431075099888826e-29,1503,1879,4.574379107750086e-27,True
Id2,0.6222827,0.30586672,-1.0244273,3.5075166288757304e-29,1503,1879,4.5983543004560825e-27,True
Igf1,2.109193,1.7331066,-0.28331584,6.518145231806684e-29,1503,1879,8.405201703834651e-27,False
G0s2,0.36755753,0.12914371,-1.5082684,3.366551744230795e-28,1503,1879,4.2711767774386187e-26,True
Gbp4,0.35671508,0.6708349,0.91099626,5.07281480439833e-28,1503,1879,6.333771627205916e-26,True
Slco1a4,0.110150956,0.318754,1.5321046,2.1197064723201752e-27,1503,1879,2.6052517361360153e-25,True
Cish,0.17461851,0.03805949,-2.1949186,3.394804267345756e-27,1503,1879,4.1082354410679565e-25,True
Comt,1.1218315,0.761835,-0.5582448,6.152765104611684e-27,1503,1879,7.332977320132652e-25,True
Gm3734,0.030545574,0.179437,2.5505307,1.2256563679609995e-26,1503,1879,1.438957162743466e-24,True
Gm4951,1.9353217,2.276697,0.23435757,1.0840628135802063e-25,1503,1879,1.2540056017091033e-23,False
Apcs,0.39241958,0.1582542,-1.3096093,1.1146768669993598e-25,1503,1879,1.2707316283792701e-23,True
Clpx,0.90492696,1.2643137,0.48243588,2.490030844134845e-25,1503,1879,2.7980832314235276e-23,False
C3,1.9787729,1.6517888,-0.2605624,2.5607212966979968e-25,1503,1879,2.8369906647642875e-23,False
Trp53inp1,0.14123105,0.35686746,1.3367141,3.920479997041668e-25,1503,1879,4.2831243967680224e-23,True
Gm47283,0.61118805,0.32683665,-0.9028413,6.742257320216251e-25,1503,1879,7.265013161756305e-23,True
Asl,0.30276728,0.58790374,0.9571397,9.031859215708019e-25,1503,1879,9.600622241994496e-23,True
Hmgcs2,0.68001264,1.0276232,0.59560615,9.731416293654685e-25,1503,1879,1.0206309408785033e-22,True
Zbtb16,0.2750974,0.5438002,0.98287517,1.3064055141343264e-24,1503,1879,1.3521297071290277e-22,True
Zbtb20,2.6245558,2.8508952,0.11933727,1.6290073273874554e-24,1503,1879,1.6641261866532108e-22,False
Got1,0.38268405,0.6876858,0.8454287,1.6900867977020364e-24,1503,1879,1.7043875321441306e-22,True
Gfra1,0.37696457,0.6850031,0.8615096,2.4084595035007107e-24,1503,1879,2.39809398158691e-22,True
Uox,0.7267487,1.071911,0.56059265,3.93548767179702e-24,1503,1879,3.8695682532944203e-22,True
Crot,0.8097332,1.173609,0.53537804,7.815720410580928e-24,1503,1879,7.589932932053034e-22,True
Cyp7b1,0.5928799,0.30205548,-0.97269213,2.327766053324289e-23,1503,1879,2.2329521677376656e-21,True
Nfia,1.6468459,1.9689729,0.25772333,3.449576294438966e-23,1503,1879,3.2692008592839646e-21,False
Tsc22d3,0.21906605,0.45530063,1.0551119,8.834772560235952e-23,1503,1879,8.273133447478095e-21,True
Papss2,0.26706806,0.5174521,0.9539567,1.2729096286935854e-22,1503,1879,1.1779655458004402e-20,True
Ttpa,0.39333376,0.67228776,0.7731728,2.0999267283800266e-22,1503,1879,1.920700423888057e-20,True
Mt1,0.57264245,0.89479214,0.64382726,2.2060421101833117e-22,1503,1879,1.9945663492760837e-20,True
Sdc2,0.52550596,0.82802486,0.6558666,2.6545045442154633e-22,1503,1879,2.372765084636231e-20,True
Carmil1,0.25409284,0.5055028,0.9920812,3.3240759540437747e-22,1503,1879,2.9378855566863295e-20,True
Aacs,0.34505847,0.13329646,-1.3715384,6.050866291697897e-22,1503,1879,5.288457138943961e-20,True
Gm43314,0.044469897,0.18259318,2.0352812,9.12016430148076e-22,1503,1879,7.883429933565675e-20,True
Zdhhc14,1.1520504,0.7981535,-0.5294101,1.1947420357943501e-21,1503,1879,1.0215044406041694e-19,True
Clec2d,1.946452,1.6498039,-0.23853895,1.2916184485047072e-21,1503,1879,1.09245921676753e-19,False
Rora,0.52180356,0.8198581,0.6517669,1.930044287005076e-21,1503,1879,1.615077485274673e-19,True
Prr16,0.9893255,1.3295652,0.42640004,2.193116893558035e-21,1503,1879,1.815900787866053e-19,False
Fyb,3.0065508,2.7581582,-0.124399774,2.5040882079767974e-21,1503,1879,2.0517872754109885e-19,False
Lipc,0.6636988,0.98704237,0.5725122,3.207187232387324e-21,1503,1879,2.6007973989648136e-19,True
Fam13a,0.22099625,0.4508332,1.0282391,3.970790763223597e-21,1503,1879,3.187167361583348e-19,True
Gch1,0.19023994,0.4059449,1.093061,4.159392991173146e-21,1503,1879,3.304826794804845e-19,True
Malat1,6.3811154,6.2849565,-0.021905534,6.490223875887131e-21,1503,1879,5.105210100772817e-19,False
Retreg1,0.09089478,0.25070798,1.4627274,1.0869223531731961e-20,1503,1879,8.465080425802338e-19,True
Serpina1c,1.4398205,1.119664,-0.36279452,1.2252103522648039e-20,1503,1879,9.4485339518774e-19,False
Hk3,0.93724155,1.2603475,0.4272893,1.332840215448425e-20,1503,1879,1.017875838322069e-18,False
Prox1,0.3763835,0.6442076,0.77516305,1.5368654532446626e-20,1503,1879,1.1624022745406266e-18,True
Slc27a2,0.5240325,0.8079637,0.6245376,5.096234468920315e-20,1503,1879,3.817807650716876e-18,True
Tanc2,1.3313895,0.99294215,-0.42311424,5.336079364374522e-20,1503,1879,3.9597736113367915e-18,False
Vmp1,1.4439453,1.1451887,-0.3344047,8.459710788153478e-20,1503,1879,6.219073370057501e-18,False
Hpd,1.0394495,1.4021513,0.43178654,1.0239795778727947e-19,1503,1879,7.457984592173521e-18,False
Tspan12,0.22388922,0.44526026,0.9915435,1.0926060881718794e-19,1503,1879,7.884806871155967e-18,True
Prkg1,0.2596021,0.488272,0.91112286,1.7398228255301013e-19,1503,1879,1.2441314859654342e-17,True
Qsox1,0.60219765,0.3471264,-0.7946,2.5449317040455115e-19,1503,1879,1.8034624129749545e-17,True
Adipor2,1.415703,1.0958484,-0.36944067,3.09760444762196e-19,1503,1879,2.175513980803066e-17,False
Mgst1,1.5553757,1.2593769,-0.30453125,3.776783600425634e-19,1503,1879,2.6290424602608883e-17,False
Cd84,1.2157443,0.8918951,-0.44685072,6.555029193917582e-19,1503,1879,4.5229701438031316e-17,False
Plcb1,0.6975772,0.9999176,0.5193939,6.969884539665691e-19,1503,1879,4.767401025131332e-17,True
Ptprd,1.3018085,1.6431965,0.33596477,7.732692329002812e-19,1503,1879,5.2435653327531133e-17,False
Dennd5b,0.57039255,0.85804915,0.5890204,8.717937926804648e-19,1503,1879,5.86113672925174e-17,True
Ccdc148,0.46889547,0.23963529,-0.96813154,1.3985676649093021e-18,1503,1879,9.322994281505569e-17,True
Man2a1,1.0048892,1.3061427,0.37824285,1.6900278418645334e-18,1503,1879,1.117122605387094e-16,False
Adgrl3,0.8184093,1.1481496,0.48836556,2.1518873863316486e-18,1503,1879,1.4105621817403957e-16,False
Lpin2,1.0968677,1.3717699,0.3226226,4.322104888883917e-18,1503,1879,2.8097253765256934e-16,False
Zfp385b,0.28463027,0.5089726,0.8382757,4.4812784373280285e-18,1503,1879,2.8893226383624816e-16,True
Hmgcs1,0.50150394,0.2765533,-0.8584697,6.2451012270497126e-18,1503,1879,3.9938183944693525e-16,True
Slc2a2,0.19459079,0.38981712,1.0019828,7.457061270629234e-18,1503,1879,4.73042289957819e-16,True
Slc25a47,0.11897295,0.28739282,1.2716801,1.2293355086611592e-17,1503,1879,7.735962488902943e-16,True
Ahsg,1.8452555,2.114848,0.19672322,1.3266284976759153e-17,1503,1879,8.281952192633928e-16,False
Btbd11,1.4471604,1.1143821,-0.37695098,1.3690741183435776e-17,1503,1879,8.479635444795733e-16,False
Pon1,0.53465265,0.80586195,0.59183997,1.433546474422071e-17,1503,1879,8.762502870792104e-16,True
Gprin3,0.20966388,0.40904507,0.96384615,1.4370237354845936e-17,1503,1879,8.762502870792104e-16,True
Pou2f2,0.79855996,0.5115586,-0.64239997,1.6186060655118976e-17,1503,1879,9.793811777935836e-16,True
Filip1l,1.4861779,1.1634278,-0.35319817,1.6483663014071777e-17,1503,1879,9.897747577762489e-16,False
Cdk14,1.7375712,1.4222175,-0.28891155,2.0881798189420153e-17,1503,1879,1.2443653375604465e-15,False
Lrg1,0.41583344,0.21726413,-0.93623877,3.162481521193459e-17,1503,1879,1.864752339450651e-15,True
Fam214a,0.7179268,0.99409556,0.4694919,3.176669380706677e-17,1503,1879,1.864752339450651e-15,False
Apoe,2.9049022,2.7071815,-0.101694405,3.55892614287998e-17,1503,1879,2.0736676325847348e-15,False
Cobll1,0.28364238,0.5125996,0.8535322,4.0398906825055084e-17,1503,1879,2.3366014785726712e-15,True
Foxp1,1.14739,1.4439626,0.33165163,4.094148015763983e-17,1503,1879,2.3506984154744154e-15,False
Herpud1,0.2326436,0.435074,0.9028508,4.1285672604245976e-17,1503,1879,2.3532833384420207e-15,True
Marco,0.4233479,0.20320547,-1.0585353,4.567870333665969e-17,1503,1879,2.584954535583922e-15,True
C8b,0.43004063,0.21597289,-0.99329025,5.1131706658364207e-17,1503,1879,2.8728714612478058e-15,True
Gnmt,2.161233,2.455231,0.18399619,8.224926378628145e-17,1503,1879,4.57791016904297e-15,False
Ptprb,0.3849227,0.62549776,0.7002919,8.264216170914083e-17,1503,1879,4.57791016904297e-15,True
Lpin1,0.18594545,0.36756533,0.982738,1.160954863433453e-16,1503,1879,6.3860636054318465e-15,True
Slc25a25,0.2622606,0.4689784,0.8382781,1.3172947973878727e-16,1503,1879,7.195722830731254e-15,True
Samhd1,1.286044,1.5854168,0.30190098,1.407587063057535e-16,1503,1879,7.635917129662462e-15,False
Cxcl1,0.22792298,0.083494455,-1.4477,1.6796550452010287e-16,1503,1879,9.049429168185816e-15,True
Stat5b,0.66529816,0.9325083,0.48705333,1.8434078865873884e-16,1503,1879,9.86411322169823e-15,False
Igfbp2,0.10298758,0.2399955,1.2197378,1.8742346944037368e-16,1503,1879,9.907074100007678e-15,True
Cd5l,1.9844283,1.7019174,-0.22155035,1.8766260372503736e-16,1503,1879,9.907074100007678e-15,False
Hes1,0.33575764,0.16373204,-1.0356323,1.9758817975953062e-16,1503,1879,1.0361524146589786e-14,True
Mt2,0.21348184,0.3998161,0.90490824,2.5744202460925065e-16,1503,1879,1.3410854076664673e-14,True
Selenbp2,0.5631459,0.31778163,-0.8252753,2.7527132867491355e-16,1503,1879,1.4245291258926775e-14,True
Scd1,0.35455847,0.17728207,-0.99957013,4.4329657193251205e-16,1503,1879,2.279065905111856e-14,True
Nr5a2,0.36835176,0.5990265,0.701385,5.605360167158687e-16,1503,1879,2.8631014983681965e-14,True
Glt1d1,0.52069426,0.78857845,0.5987237,5.647260141150353e-16,1503,1879,2.8658934367928176e-14,True
Sh3d19,0.4589925,0.70496833,0.61897826,8.64892059622067e-16,1503,1879,4.361051885248191e-14,True
Runx1,1.3621722,1.0546968,-0.36904994,1.055436782214491e-15,1503,1879,5.287939954712858e-14,False
Gpt2,0.3453751,0.56826156,0.71822745,1.1439229852877135e-15,1503,1879,5.694998862198199e-14,True
Gbp5,0.29508576,0.5001811,0.76111585,1.178877708767504e-15,1503,1879,5.832108212053577e-14,True
Acot12,0.16200534,0.33375064,1.042271,1.3804869390487979e-15,1503,1879,6.786818914098652e-14,True
Enpp3,0.17446989,0.3429027,0.9744151,1.602713394793159e-15,1503,1879,7.830399728846577e-14,True
Nlrp1b,0.5846712,0.36193475,-0.69174415,1.7342722070075343e-15,1503,1879,8.420855049581028e-14,True
Slc16a2,0.27840617,0.4787967,0.7820052,1.7457002005259082e-15,1503,1879,8.424342194685149e-14,True
Saa2,1.4925061,1.2058609,-0.30765045,2.6648425415889205e-15,1503,1879,1.2781494775694176e-13,False
Gm5150,1.1891046,0.89140135,-0.41568798,3.0007069421547325e-15,1503,1879,1.4305188367872197e-13,False
Arl4d,0.042498775,0.14347287,1.7528992,3.703052614809983e-15,1503,1879,1.7547115583189955e-13,True
Fgr,0.79250777,0.53508395,-0.5665722,4.756140872976668e-15,1503,1879,2.2402277908284115e-13,True
Fbp1,0.77598906,1.0370998,0.41839978,5.814450195957825e-15,1503,1879,2.7224086453216815e-13,False
Col18a1,0.56051385,0.81565946,0.54113644,6.371788447017981e-15,1503,1879,2.965709344629789e-13,True
Akr1c6,1.1526924,1.4410825,0.32212028,6.459567238656729e-15,1503,1879,2.9888797587808135e-13,False
Csad,0.430143,0.2277274,-0.91721034,6.8494675143990474e-15,1503,1879,3.1507550566235617e-13,True
Ppargc1a,0.09595981,0.22835474,1.2499034,7.576801089530345e-15,1503,1879,3.465064963386377e-13,True
Gm34667,0.33155677,0.5395209,0.7022554,8.11005752542288e-15,1503,1879,3.687497832079559e-13,True
Ip6k2,0.19176771,0.3628157,0.9195225,1.1617180202116394e-14,1503,1879,5.251766636198135e-13,True
Cyp2c50,0.4823718,0.7351516,0.60779345,1.2164239189280307e-14,1503,1879,5.467651740735937e-13,True
Slc16a12,0.13428228,0.28326285,1.0763078,1.30290887847732e-14,1503,1879,5.823114339831022e-13,True
Trim24,0.27459663,0.45666373,0.7336089,1.5031122377895366e-14,1503,1879,6.679932690651127e-13,True
Pid1,2.269045,2.494017,0.13638023,1.5935403809224346e-14,1503,1879,7.042016087829141e-13,False
Alb,3.0797293,2.9081979,-0.08267536,1.8759605765806378e-14,1503,1879,8.243746310269999e-13,False
Ypel2,0.43903664,0.6617468,0.5918275,1.9585645829406324e-14,1503,1879,8.558927227450564e-13,True
Ahcy,0.13089038,0.2798912,1.0959204,2.424045525898953e-14,1503,1879,1.053455365012219e-12,True
Ugp2,0.42799255,0.65181124,0.6067529,2.4603141674635077e-14,1503,1879,1.061314699502457e-12,True
Spic,0.4625114,0.26387045,-0.80942446,2.4691150522368376e-14,1503,1879,1.061314699502457e-12,True
Gne,0.15920936,0.3090965,0.9566929,2.851209148899659e-14,1503,1879,1.2188919111546044e-12,True
F5,0.4746672,0.71222055,0.5853064,2.888366161348818e-14,1503,1879,1.2281020662253947e-12,True
Map3k13,0.22510383,0.4050766,0.8473195,4.317032252776939e-14,1503,1879,1.8256868656098605e-12,True
Mcc,0.4188645,0.64023787,0.6120055,5.3063814388284076e-14,1503,1879,2.232085368867607e-12,True
Acnat1,0.28018552,0.46049973,0.71661633,5.948985762186536e-14,1503,1879,2.4890809577318776e-12,True
Atp11c,1.2297583,1.4727452,0.2601137,6.510692306295432e-14,1503,1879,2.7096881312867658e-12,False
Ube2e2,0.4540386,0.68040216,0.5834672,9.784346932453652e-14,1503,1879,4.050719630035812e-12,True
Cpt1a,0.30191383,0.48536247,0.6847452,1.154197704529697e-13,1503,1879,4.75336080828827e-12,True
Hdac9,2.4261277,2.6516204,0.12821369,1.472251520400874e-13,1503,1879,6.031630447642331e-12,False
Fh1,0.10209373,0.2246143,1.1367853,1.7353312625705306e-13,1503,1879,7.072598814186422e-12,True
Grb14,0.37403664,0.57838833,0.6287227,2.064461697880251e-13,1503,1879,8.370647276044358e-12,True
Ddx5,3.0206747,2.8474867,-0.08517876,2.1228065185683466e-13,1503,1879,8.56307491028647e-12,False
Gldc,0.27301484,0.4617227,0.7578314,2.5854460690248633e-13,1503,1879,1.037608100966815e-11,True
Vtn,0.85177255,0.61471254,-0.47049105,3.220882612312194e-13,1503,1879,1.286064092814605e-11,False
Insig2,0.34837684,0.54927135,0.656719,3.5905866560877827e-13,1503,1879,1.4264421533730555e-11,True
Ahr,0.21865726,0.38001534,0.7971064,4.0264505761974054e-13,1503,1879,1.5915608156969243e-11,True
Hp,1.6940942,1.4507165,-0.22373416,4.161719869900755e-13,1503,1879,1.6368044248319668e-11,False
Ass1,0.988008,1.2431695,0.33139837,4.240924928869724e-13,1503,1879,1.6596574870890173e-11,False
Sox5,0.93301547,1.1901017,0.3510786,5.143304794558683e-13,1503,1879,2.0028334412870597e-11,False
Vsig4,1.5835016,1.302377,-0.28195155,6.431745571752819e-13,1503,1879,2.4922222003649097e-11,False
Prlr,1.0346082,1.2916003,0.32004744,7.283409017316262e-13,1503,1879,2.808396829912241e-11,False
Gbp11,0.2872831,0.14514986,-0.9844383,7.522479712637522e-13,1503,1879,2.8864305082735e-11,True
Slc35e2,0.21388169,0.36543325,0.77251524,8.350069103221956e-13,1503,1879,3.188429299317666e-11,True
Car8,0.23988685,0.40334365,0.7494118,8.950443353160729e-13,1503,1879,3.401168474201077e-11,True
Cped1,0.7062663,0.9535027,0.43297178,9.552824562331575e-13,1503,1879,3.612621058043277e-11,False
Cers6,2.04671,2.2978027,0.16694058,1.008454144527962e-12,1503,1879,3.795454689405239e-11,False
Colgalt1,0.5627726,0.3616287,-0.63790035,1.0317041087015288e-12,1503,1879,3.86446881859344e-11,True
Prickle1,0.1356042,0.26665854,0.975069,1.2684549571547508e-12,1503,1879,4.728751987193967e-11,True
Alas1,0.68389225,0.4554749,-0.5862918,1.342862516535013e-12,1503,1879,4.982526676917175e-11,True
Gsta3,1.0831069,1.313869,0.27862245,1.4017947269618387e-12,1503,1879,5.176768695906959e-11,False
Sirpa,1.3373637,1.0789844,-0.30969205,1.4361606530609029e-12,1503,1879,5.278897054662178e-11,False
Dgat2,0.2300522,0.3896841,0.76008695,1.5463799879249167e-12,1503,1879,5.65759301628716e-11,True
Erbb3,0.124480054,0.2568533,1.044433,1.617689049737129e-12,1503,1879,5.891084289459378e-11,True
Sord,0.4532724,0.66127956,0.5447819,1.7111667250231195e-12,1503,1879,6.202782239185188e-11,True
Tshz2,0.41346422,0.61772925,0.57909685,1.7285853901681046e-12,1503,1879,6.237180128010234e-11,True
H2-T23,0.13713674,0.2715323,0.98498815,1.77126354175548e-12,1503,1879,6.361990419839546e-11,True
Immp2l,1.8882356,2.134589,0.17691058,1.907078312455884e-12,1503,1879,6.818671820808175e-11,False
Sugct,0.399855,0.5997245,0.5847028,2.0125242050680043e-12,1503,1879,7.163129138943403e-11,True
Adap2,1.3122654,1.0585003,-0.3100115,2.1565615638442638e-12,1503,1879,7.641222189729271e-11,False
Xbp1,0.41362464,0.24458712,-0.7577327,2.1847007619645167e-12,1503,1879,7.70621353973672e-11,True
Gclc,0.5034272,0.72383666,0.5237937,2.2943712271187447e-12,1503,1879,8.056930389516092e-11,True
Sema6a,0.117269814,0.24271683,1.0488069,2.448760491770251e-12,1503,1879,8.560866679228797e-11,True
Dbi,0.58878547,0.3864374,-0.60737926,2.4851054371826885e-12,1503,1879,8.649486446406649e-11,True
Klb,0.047336023,0.12743604,1.4268501,2.5765958022895323e-12,1503,1879,8.928415233836766e-11,True
Prkag2,0.4154774,0.6215657,0.5810219,2.68658472202451e-12,1503,1879,9.259360573527778e-11,True
Cpeb2,0.21503414,0.3692995,0.7799453,2.695644001192297e-12,1503,1879,9.259360573527778e-11,True
Bcar3,0.181985,0.3288665,0.8533285,3.0265777037538136e-12,1503,1879,1.0350895746838042e-10,True
Meis2,0.27944675,0.45375985,0.6991573,3.3122906140735655e-12,1503,1879,1.1278994792338817e-10,True
Rarb,0.058387365,0.1535033,1.3930123,3.402425364140608e-12,1503,1879,1.153598185962501e-10,True
Slc8a1,2.6627684,2.4233115,-0.1359417,3.95462105509033e-12,1503,1879,1.3350664901004521e-10,False
Insig1,0.6808616,0.46409026,-0.5528572,4.1801272809270725e-12,1503,1879,1.4051658628962546e-10,True
Nr0b2,0.17791755,0.07042339,-1.3358458,4.980601143198155e-12,1503,1879,1.667123769889221e-10,True
Tcp11l2,0.086634286,0.18711251,1.1100024,5.066608388267224e-12,1503,1879,1.6887263382249993e-10,True
9030622O22Rik,1.4928387,1.2273529,-0.28248736,5.547648757519591e-12,1503,1879,1.841257600280553e-10,False
Rapgef4,0.71410686,0.9514069,0.41387206,6.0505568371720154e-12,1503,1879,1.9997344571930703e-10,False
Kmo,0.41961738,0.6172972,0.5567807,6.241387595495412e-12,1503,1879,2.054173842099034e-10,True
Otc,0.41469875,0.6090124,0.55429703,7.083447169334768e-12,1503,1879,2.32159980974947e-10,True
Cyp2d38-ps,0.55968547,0.768474,0.4573101,7.818012003631184e-12,1503,1879,2.5517212622640203e-10,False
Nnmt,0.21605097,0.36015448,0.73697704,9.206701016304278e-12,1503,1879,2.992558272489646e-10,True
Igfbp4,0.4959672,0.70050687,0.49806958,9.457158031360622e-12,1503,1879,3.0613170812626605e-10,False
Prex2,0.115200974,0.23132396,1.0051335,9.661347730292352e-12,1503,1879,3.114596772396707e-10,True
Lims2,0.12230992,0.24404311,0.99600655,1.0189015775498514e-11,1503,1879,3.2712978812274005e-10,True
Per1,0.05742948,0.14907613,1.3746434,1.0313088721736876e-11,1503,1879,3.297673003462694e-10,True
N4bp2l1,0.609631,0.82333446,0.4334809,1.2552179738669441e-11,1503,1879,3.997386470622422e-10,False
Gphn,1.8690339,2.0891562,0.1606193,1.3779085216747957e-11,1503,1879,4.3560859552846905e-10,False
Ppm1k,0.18974547,0.33283597,0.81041914,1.3789288111694482e-11,1503,1879,4.3560859552846905e-10,True
Tmcc3,2.3209114,2.5489144,0.13518587,1.3999216926035701e-11,1503,1879,4.404713613607873e-10,False
Fmo3,0.03966256,0.12498221,1.6533941,1.604523848137417e-11,1503,1879,5.028360394202758e-10,True
Egfros,0.21516742,0.1029833,-1.0623193,1.66167034531084e-11,1503,1879,5.186785292148837e-10,True
Adam23,0.14101478,0.26291314,0.89826566,1.850830343740139e-11,1503,1879,5.754399795992069e-10,True
Nfib,0.9603011,1.1944796,0.31479397,1.9393513585496832e-11,1503,1879,6.005881018248743e-10,False
